date,location,weather_severity,precipitation,wind_speed,storm_flag
2024-06-10,Antwerp,0,0.42,1.2,0
2024-06-11,Antwerp,0,8.35,4.69,0
2024-06-12,Antwerp,0,3.01,14.53,0
2024-06-13,Antwerp,0,2.44,10.33,0
2024-06-14,Antwerp,0,4.68,6.31,0
2024-06-15,Antwerp,1,0.27,17.17,0
2024-06-16,Antwerp,1,0.29,28.44,0
2024-06-17,Antwerp,0,3.87,1.23,0
2024-06-18,Antwerp,1,10.52,9.11,0
2024-06-19,Antwerp,0,0.16,5.18,0
2024-06-20,Antwerp,1,2.15,18.49,0
2024-06-21,Antwerp,1,16.66,0.77,0
2024-06-22,Antwerp,1,16.3,27.68,0
2024-06-23,Antwerp,1,8.17,5.59,0
2024-06-24,Antwerp,1,8.86,5.34,0
2024-06-25,Antwerp,1,29.01,7.32,0
2024-06-26,Antwerp,1,1.35,9.76,0
2024-06-27,Antwerp,1,7.32,33.85,0
2024-06-28,Antwerp,1,6.75,2.42,0
2024-06-29,Antwerp,2,2.64,3.9,0
2024-06-30,Antwerp,1,6.62,40.39,0
2024-07-01,Antwerp,1,9.44,41.37,0
2024-07-02,Antwerp,1,1.6,28.82,0
2024-07-03,Antwerp,1,1.42,1.96,0
2024-07-04,Antwerp,0,12.81,5.01,0
2024-07-05,Antwerp,1,2.13,4.63,0
2024-07-06,Antwerp,1,5.83,0.66,0
2024-07-07,Antwerp,1,0.86,7.39,0
2024-07-08,Antwerp,1,4.75,85.29,0
2024-07-09,Antwerp,1,8.84,13.71,0
2024-07-10,Antwerp,1,1.41,7.02,0
2024-07-11,Antwerp,1,0.84,2.63,0
2024-07-12,Antwerp,1,9.66,0.29,0
2024-07-13,Antwerp,1,12.11,3.05,0
2024-07-14,Antwerp,1,7.31,1.84,0
2024-07-15,Antwerp,1,19.53,17.64,0
2024-07-16,Antwerp,0,3.62,2.96,0
2024-07-17,Antwerp,1,8.41,19.96,0
2024-07-18,Antwerp,1,2.39,48.91,0
2024-07-19,Antwerp,1,1.7,12.23,0
2024-07-20,Antwerp,1,11.62,4.48,0
2024-07-21,Antwerp,0,2.46,3.37,0
2024-07-22,Antwerp,1,1.04,21.33,0
2024-07-23,Antwerp,0,1.97,0.67,0
2024-07-24,Antwerp,1,3.56,2.28,0
2024-07-25,Antwerp,1,9.26,14.55,0
2024-07-26,Antwerp,1,18.9,17.51,0
2024-07-27,Antwerp,1,0.86,34.2,0
2024-07-28,Antwerp,1,30.62,32.5,0
2024-07-29,Antwerp,1,25.24,2.56,0
2024-07-30,Antwerp,2,4.74,11.43,0
2024-07-31,Antwerp,2,16.33,1.15,0
2024-08-01,Antwerp,1,6.24,3.74,0
2024-08-02,Antwerp,1,1.71,9.85,0
2024-08-03,Antwerp,1,4.11,9.71,0
2024-08-04,Antwerp,1,1.22,6.78,0
2024-08-05,Antwerp,1,4.34,10.19,0
2024-08-06,Antwerp,1,5.7,10.55,0
2024-08-07,Antwerp,1,0.33,9.79,0
2024-08-08,Antwerp,1,17.88,40.69,0
2024-08-09,Antwerp,1,4.71,3.85,0
2024-08-10,Antwerp,1,6.88,10.23,0
2024-08-11,Antwerp,2,11.2,16.33,0
2024-08-12,Antwerp,2,19.73,17.64,0
2024-08-13,Antwerp,2,4.45,1.6,0
2024-08-14,Antwerp,1,14.23,47.6,0
2024-08-15,Antwerp,1,3.46,32.96,0
2024-08-16,Antwerp,1,10.31,8.75,0
2024-08-17,Antwerp,0,0.37,2.71,0
2024-08-18,Antwerp,1,13.93,15.99,0
2024-08-19,Antwerp,1,5.38,30.19,0
2024-08-20,Antwerp,1,1.42,67.29,0
2024-08-21,Antwerp,1,28.76,0.72,0
2024-08-22,Antwerp,1,7.33,2.48,0
2024-08-23,Antwerp,1,4.19,31.59,0
2024-08-24,Antwerp,1,4.26,28.86,0
2024-08-25,Antwerp,1,2.27,1.9,0
2024-08-26,Antwerp,1,3.67,56.55,0
2024-08-27,Antwerp,1,3.82,70.69,0
2024-08-28,Antwerp,1,0.5,39.59,0
2024-08-29,Antwerp,0,5.61,8.3,0
2024-08-30,Antwerp,1,0.18,13.0,0
2024-08-31,Antwerp,1,2.75,0.89,0
2024-09-01,Antwerp,1,6.61,36.84,0
2024-09-02,Antwerp,1,14.4,31.4,0
2024-09-03,Antwerp,0,1.13,3.88,0
2024-09-04,Antwerp,1,10.54,44.1,0
2024-09-05,Antwerp,1,15.59,4.14,0
2024-09-06,Antwerp,1,18.49,3.6,0
2024-09-07,Antwerp,0,18.66,16.16,0
2024-09-08,Antwerp,1,1.13,19.16,0
2024-09-09,Antwerp,1,0.08,7.27,0
2024-09-10,Antwerp,1,21.43,36.24,0
2024-09-11,Antwerp,1,2.82,28.83,0
2024-09-12,Antwerp,1,37.27,4.61,0
2024-09-13,Antwerp,0,6.14,17.9,0
2024-09-14,Antwerp,1,24.5,16.43,0
2024-09-15,Antwerp,1,6.84,9.64,0
2024-09-16,Antwerp,1,16.31,27.04,0
2024-09-17,Antwerp,0,2.15,0.2,0
2024-09-18,Antwerp,1,8.72,3.49,0
2024-09-19,Antwerp,1,10.36,13.2,0
2024-09-20,Antwerp,1,0.19,13.43,0
2024-09-21,Antwerp,1,2.2,13.6,0
2024-09-22,Antwerp,0,19.64,4.2,0
2024-09-23,Antwerp,0,9.21,6.95,0
2024-09-24,Antwerp,0,2.27,22.44,0
2024-09-25,Antwerp,0,1.2,2.79,0
2024-09-26,Antwerp,1,0.53,7.15,0
2024-09-27,Antwerp,1,7.1,8.19,0
2024-09-28,Antwerp,1,0.16,17.1,0
2024-09-29,Antwerp,2,0.05,10.28,0
2024-09-30,Antwerp,1,11.65,1.54,0
2024-10-01,Antwerp,1,2.22,2.55,0
2024-10-02,Antwerp,1,1.19,6.23,0
2024-10-03,Antwerp,0,1.79,5.24,0
2024-10-04,Antwerp,0,1.61,44.48,0
2024-10-05,Antwerp,0,1.66,47.92,0
2024-10-06,Antwerp,0,0.35,26.26,0
2024-10-07,Antwerp,0,0.6,23.5,0
2024-10-08,Antwerp,0,2.86,7.12,0
2024-10-09,Antwerp,0,2.87,2.95,0
2024-10-10,Antwerp,0,1.74,15.26,0
2024-10-11,Antwerp,1,24.34,50.46,0
2024-10-12,Antwerp,1,22.66,15.25,0
2024-10-13,Antwerp,1,1.49,14.56,0
2024-10-14,Antwerp,0,10.5,3.78,0
2024-10-15,Antwerp,1,15.14,9.17,0
2024-10-16,Antwerp,0,6.93,10.91,0
2024-10-17,Antwerp,0,11.28,1.75,0
2024-10-18,Antwerp,0,3.22,24.38,0
2024-10-19,Antwerp,0,3.64,1.8,0
2024-10-20,Antwerp,0,9.53,18.52,0
2024-10-21,Antwerp,0,7.15,1.46,0
2024-10-22,Antwerp,0,1.47,4.94,0
2024-10-23,Antwerp,0,0.39,24.81,0
2024-10-24,Antwerp,1,2.15,54.16,0
2024-10-25,Antwerp,0,0.12,26.54,0
2024-10-26,Antwerp,0,3.97,3.58,0
2024-10-27,Antwerp,0,4.69,7.17,0
2024-10-28,Antwerp,0,6.62,18.33,0
2024-10-29,Antwerp,0,1.23,42.92,0
2024-10-30,Antwerp,0,11.56,1.07,0
2024-10-31,Antwerp,0,11.95,0.08,0
2024-11-01,Antwerp,0,2.4,9.71,0
2024-11-02,Antwerp,0,12.93,0.77,0
2024-11-03,Antwerp,0,4.58,14.58,0
2024-11-04,Antwerp,0,10.75,19.52,0
2024-11-05,Antwerp,0,8.86,7.17,0
2024-11-06,Antwerp,0,0.03,5.69,0
2024-11-07,Antwerp,0,3.56,32.2,0
2024-11-08,Antwerp,1,3.76,30.1,0
2024-11-09,Antwerp,0,1.26,5.37,0
2024-11-10,Antwerp,0,0.53,14.94,0
2024-11-11,Antwerp,0,17.44,21.43,0
2024-11-12,Antwerp,0,3.8,6.42,0
2024-11-13,Antwerp,0,1.93,10.58,0
2024-11-14,Antwerp,0,10.27,20.99,0
2024-11-15,Antwerp,0,0.78,14.89,0
2024-11-16,Antwerp,1,24.19,6.04,0
2024-11-17,Antwerp,0,2.17,3.91,0
2024-11-18,Antwerp,0,0.2,14.3,0
2024-11-19,Antwerp,0,1.07,7.93,0
2024-11-20,Antwerp,0,0.74,17.62,0
2024-11-21,Antwerp,0,14.96,13.37,0
2024-11-22,Antwerp,0,9.05,15.93,0
2024-11-23,Antwerp,0,1.28,10.47,0
2024-11-24,Antwerp,0,1.4,21.5,0
2024-11-25,Antwerp,1,16.66,15.22,0
2024-11-26,Antwerp,0,0.27,0.61,0
2024-11-27,Antwerp,0,4.08,4.91,0
2024-11-28,Antwerp,0,4.62,25.64,0
2024-11-29,Antwerp,0,0.03,2.18,0
2024-11-30,Antwerp,0,5.52,17.64,0
2024-12-01,Antwerp,0,0.15,6.36,0
2024-12-02,Antwerp,0,6.99,2.59,0
2024-12-03,Antwerp,0,3.27,1.75,0
2024-12-04,Antwerp,0,2.47,20.8,0
2024-12-05,Antwerp,0,2.83,19.97,0
2024-12-06,Antwerp,1,19.58,13.97,0
2024-12-07,Antwerp,1,2.93,16.12,0
2024-12-08,Antwerp,1,0.38,19.66,0
2024-12-09,Antwerp,1,42.46,29.7,0
2024-12-10,Antwerp,0,0.47,6.28,0
2024-12-11,Antwerp,0,1.12,12.48,0
2024-12-12,Antwerp,0,0.94,1.5,0
2024-12-13,Antwerp,0,4.37,8.1,0
2024-12-14,Antwerp,0,1.36,3.86,0
2024-12-15,Antwerp,0,3.56,2.92,0
2024-12-16,Antwerp,0,6.54,14.8,0
2024-12-17,Antwerp,0,1.86,3.27,0
2024-12-18,Antwerp,0,5.39,7.33,0
2024-12-19,Antwerp,0,8.14,15.63,0
2024-12-20,Antwerp,0,0.84,5.09,0
2024-12-21,Antwerp,0,7.54,2.5,0
2024-12-22,Antwerp,0,0.28,1.16,0
2024-12-23,Antwerp,0,2.89,20.25,0
2024-12-24,Antwerp,0,1.1,14.96,0
2024-12-25,Antwerp,1,0.87,15.18,0
2024-12-26,Antwerp,1,2.28,1.81,0
2024-12-27,Antwerp,1,5.8,3.52,0
2024-12-28,Antwerp,0,5.12,1.09,0
2024-12-29,Antwerp,0,6.62,0.53,0
2024-12-30,Antwerp,0,13.87,18.06,0
2024-12-31,Antwerp,0,4.0,2.47,0
2025-01-01,Antwerp,0,2.74,1.2,0
2025-01-02,Antwerp,0,16.4,19.6,0
2025-01-03,Antwerp,0,1.67,3.49,0
2025-01-04,Antwerp,0,1.35,25.95,0
2025-01-05,Antwerp,0,3.91,13.28,0
2025-01-06,Antwerp,0,2.15,3.73,0
2025-01-07,Antwerp,0,0.35,0.49,0
2025-01-08,Antwerp,0,0.93,2.46,0
2025-01-09,Antwerp,0,5.3,4.33,0
2025-01-10,Antwerp,0,6.91,2.95,0
2025-01-11,Antwerp,0,3.72,1.09,0
2025-01-12,Antwerp,0,0.07,3.55,0
2025-01-13,Antwerp,0,1.63,3.15,0
2025-01-14,Antwerp,0,4.02,3.51,0
2025-01-15,Antwerp,0,1.75,9.84,0
2025-01-16,Antwerp,0,3.21,27.88,0
2025-01-17,Antwerp,0,1.4,5.62,0
2025-01-18,Antwerp,0,5.72,0.85,0
2025-01-19,Antwerp,0,1.84,16.2,0
2025-01-20,Antwerp,0,3.5,9.63,0
2025-01-21,Antwerp,0,1.64,1.91,0
2025-01-22,Antwerp,0,0.76,10.62,0
2025-01-23,Antwerp,0,0.07,12.17,0
2025-01-24,Antwerp,0,8.1,1.51,0
2025-01-25,Antwerp,0,5.79,4.06,0
2025-01-26,Antwerp,0,2.28,6.92,0
2025-01-27,Antwerp,0,15.7,4.65,0
2025-01-28,Antwerp,1,12.7,2.05,0
2025-01-29,Antwerp,0,4.67,21.37,0
2025-01-30,Antwerp,0,2.76,1.75,0
2025-01-31,Antwerp,1,5.52,1.43,0
2025-02-01,Antwerp,0,4.92,8.26,0
2025-02-02,Antwerp,0,1.96,34.92,0
2025-02-03,Antwerp,0,4.71,13.69,0
2025-02-04,Antwerp,0,0.7,5.84,0
2025-02-05,Antwerp,0,11.75,5.8,0
2025-02-06,Antwerp,0,3.69,9.8,0
2025-02-07,Antwerp,0,0.49,19.93,0
2025-02-08,Antwerp,0,12.98,32.46,0
2025-02-09,Antwerp,0,2.42,1.3,0
2025-02-10,Antwerp,0,0.49,1.77,0
2025-02-11,Antwerp,0,0.21,6.0,0
2025-02-12,Antwerp,0,12.81,8.45,0
2025-02-13,Antwerp,0,1.17,14.65,0
2025-02-14,Antwerp,0,2.89,6.89,0
2025-02-15,Antwerp,0,1.76,10.72,0
2025-02-16,Antwerp,0,1.18,20.31,0
2025-02-17,Antwerp,0,4.86,18.16,0
2025-02-18,Antwerp,0,1.53,15.23,0
2025-02-19,Antwerp,0,3.67,0.88,0
2025-02-20,Antwerp,0,4.75,19.9,0
2025-02-21,Antwerp,0,10.25,5.97,0
2025-02-22,Antwerp,0,0.23,0.9,0
2025-02-23,Antwerp,0,2.96,1.6,0
2025-02-24,Antwerp,0,0.74,3.9,0
2025-02-25,Antwerp,0,4.78,4.57,0
2025-02-26,Antwerp,0,6.55,9.39,0
2025-02-27,Antwerp,1,1.71,86.24,0
2025-02-28,Antwerp,1,5.0,4.29,0
2025-03-01,Antwerp,0,6.21,13.15,0
2025-03-02,Antwerp,0,1.61,14.24,0
2025-03-03,Antwerp,0,4.6,23.14,0
2025-03-04,Antwerp,0,3.78,4.99,0
2025-03-05,Antwerp,0,9.23,10.25,0
2025-03-06,Antwerp,0,4.1,2.61,0
2025-03-07,Antwerp,0,1.69,3.81,0
2025-03-08,Antwerp,0,1.7,2.85,0
2025-03-09,Antwerp,0,7.68,13.4,0
2025-03-10,Antwerp,0,11.36,23.46,0
2025-03-11,Antwerp,0,1.15,8.36,0
2025-03-12,Antwerp,0,15.61,1.84,0
2025-03-13,Antwerp,0,2.07,15.37,0
2025-03-14,Antwerp,1,2.67,24.57,0
2025-03-15,Antwerp,0,1.27,1.03,0
2025-03-16,Antwerp,0,2.53,27.8,0
2025-03-17,Antwerp,0,3.84,5.96,0
2025-03-18,Antwerp,0,17.57,0.33,0
2025-03-19,Antwerp,0,5.0,14.96,0
2025-03-20,Antwerp,0,0.7,2.08,0
2025-03-21,Antwerp,1,10.66,47.17,0
2025-03-22,Antwerp,1,1.3,3.18,0
2025-03-23,Antwerp,0,6.04,8.83,0
2025-03-24,Antwerp,0,1.69,15.64,0
2025-03-25,Antwerp,0,2.09,0.77,0
2025-03-26,Antwerp,0,2.56,27.65,0
2025-03-27,Antwerp,0,7.05,18.0,0
2025-03-28,Antwerp,0,2.76,0.63,0
2025-03-29,Antwerp,0,17.24,29.32,0
2025-03-30,Antwerp,0,2.07,3.29,0
2025-03-31,Antwerp,0,0.54,18.4,0
2025-04-01,Antwerp,0,13.21,26.77,0
2025-04-02,Antwerp,0,11.53,9.14,0
2025-04-03,Antwerp,1,3.41,1.01,0
2025-04-04,Antwerp,1,0.58,37.02,0
2025-04-05,Antwerp,1,1.76,68.42,0
2025-04-06,Antwerp,1,6.49,9.11,0
2025-04-07,Antwerp,1,3.6,7.85,0
2025-04-08,Antwerp,1,22.69,3.32,0
2025-04-09,Antwerp,1,9.07,26.44,0
2025-04-10,Antwerp,1,3.65,15.6,0
2025-04-11,Antwerp,1,0.23,2.22,0
2025-04-12,Antwerp,0,26.49,2.86,0
2025-04-13,Antwerp,0,2.87,3.63,0
2025-04-14,Antwerp,0,8.89,0.03,0
2025-04-15,Antwerp,0,1.38,7.85,0
2025-04-16,Antwerp,0,0.37,1.04,0
2025-04-17,Antwerp,0,0.93,10.65,0
2025-04-18,Antwerp,0,8.79,4.1,0
2025-04-19,Antwerp,1,1.03,4.43,0
2025-04-20,Antwerp,0,13.41,6.51,0
2025-04-21,Antwerp,0,8.59,0.59,0
2025-04-22,Antwerp,1,6.93,4.11,0
2025-04-23,Antwerp,1,1.74,2.42,0
2025-04-24,Antwerp,1,1.13,34.7,0
2025-04-25,Antwerp,1,2.43,31.46,0
2025-04-26,Antwerp,1,7.82,7.11,0
2025-04-27,Antwerp,1,4.55,1.14,0
2025-04-28,Antwerp,1,5.12,21.49,0
2025-04-29,Antwerp,1,11.62,10.03,0
2025-04-30,Antwerp,1,3.26,6.04,0
2025-05-01,Antwerp,1,6.59,3.38,0
2025-05-02,Antwerp,1,2.08,5.19,0
2025-05-03,Antwerp,1,3.9,46.51,0
2025-05-04,Antwerp,1,0.2,16.13,0
2025-05-05,Antwerp,1,0.21,12.18,0
2025-05-06,Antwerp,1,0.87,14.04,0
2025-05-07,Antwerp,1,1.69,1.31,0
2025-05-08,Antwerp,1,0.45,32.24,0
2025-05-09,Antwerp,1,8.33,9.2,0
2025-05-10,Antwerp,1,15.05,27.03,0
2025-05-11,Antwerp,1,0.14,7.93,0
2025-05-12,Antwerp,1,15.35,10.75,0
2025-05-13,Antwerp,1,0.04,10.85,0
2025-05-14,Antwerp,1,1.53,0.44,0
2025-05-15,Antwerp,1,19.28,6.75,0
2025-05-16,Antwerp,1,4.62,1.32,0
2025-05-17,Antwerp,1,0.1,59.78,0
2025-05-18,Antwerp,1,11.9,9.77,0
2025-05-19,Antwerp,1,3.67,23.85,0
2025-05-20,Antwerp,1,8.08,20.67,0
2025-05-21,Antwerp,1,10.25,11.89,0
2025-05-22,Antwerp,1,2.89,26.46,0
2025-05-23,Antwerp,1,34.61,28.85,0
2025-05-24,Antwerp,1,1.41,16.74,0
2025-05-25,Antwerp,1,26.44,2.49,0
2025-05-26,Antwerp,1,12.23,8.63,0
2025-05-27,Antwerp,1,1.06,5.65,0
2025-05-28,Antwerp,0,0.04,33.15,0
2025-05-29,Antwerp,0,1.29,1.43,0
2025-05-30,Antwerp,1,1.04,17.13,0
2025-05-31,Antwerp,1,0.41,28.19,0
2025-06-01,Antwerp,0,6.74,3.64,0
2025-06-02,Antwerp,1,11.82,0.57,0
2025-06-03,Antwerp,1,0.55,6.01,0
2025-06-04,Antwerp,1,1.1,9.08,0
2025-06-05,Antwerp,1,15.24,3.92,0
2025-06-06,Antwerp,1,5.03,9.6,0
2025-06-07,Antwerp,1,16.85,18.91,0
2025-06-08,Antwerp,1,0.69,26.97,0
2025-06-09,Antwerp,2,25.49,1.18,0
2025-06-10,Antwerp,2,4.51,25.76,0
2025-06-11,Antwerp,1,4.55,11.74,0
2025-06-12,Antwerp,1,3.44,14.8,0
2025-06-13,Antwerp,2,0.06,10.46,0
2025-06-14,Antwerp,2,1.45,77.52,0
2025-06-15,Antwerp,2,4.31,1.75,0
2025-06-16,Antwerp,1,2.36,4.45,0
2025-06-17,Antwerp,1,10.1,6.67,0
2025-06-18,Antwerp,1,1.6,13.19,0
2025-06-19,Antwerp,1,15.74,53.51,0
2025-06-20,Antwerp,1,0.5,3.94,0
2025-06-21,Antwerp,1,3.25,10.29,0
2025-06-22,Antwerp,1,12.32,22.12,0
2025-06-23,Antwerp,1,1.11,1.45,0
2025-06-24,Antwerp,1,18.78,12.27,0
2025-06-25,Antwerp,1,5.74,30.22,0
2025-06-26,Antwerp,1,15.11,27.87,0
2025-06-27,Antwerp,1,4.23,9.33,0
2025-06-28,Antwerp,1,6.09,31.31,0
2025-06-29,Antwerp,1,6.49,2.9,0
2025-06-30,Antwerp,1,5.76,0.25,0
2025-07-01,Antwerp,0,2.67,4.78,0
2025-07-02,Antwerp,1,10.51,1.59,0
2025-07-03,Antwerp,1,15.15,9.54,0
2025-07-04,Antwerp,1,6.06,5.66,0
2025-07-05,Antwerp,1,14.74,55.23,0
2025-07-06,Antwerp,1,5.65,2.84,0
2025-07-07,Antwerp,2,20.69,11.7,0
2025-07-08,Antwerp,1,2.99,18.77,0
2025-07-09,Antwerp,1,3.25,7.13,0
2025-07-10,Antwerp,1,5.17,37.79,0
2025-07-11,Antwerp,1,0.38,39.59,0
2025-07-12,Antwerp,1,17.86,9.8,0
2025-07-13,Antwerp,1,8.23,2.59,0
2025-07-14,Antwerp,1,5.19,41.23,0
2025-07-15,Antwerp,1,0.2,9.0,0
2025-07-16,Antwerp,0,5.11,10.17,0
2025-07-17,Antwerp,0,0.05,2.64,0
2025-07-18,Antwerp,0,0.58,29.35,0
2025-07-19,Antwerp,1,6.33,13.7,0
2025-07-20,Antwerp,1,1.02,108.11,0
2025-07-21,Antwerp,1,2.24,2.0,0
2025-07-22,Antwerp,2,14.68,9.9,0
2025-07-23,Antwerp,1,72.74,28.52,0
2025-07-24,Antwerp,1,7.62,1.76,0
2025-07-25,Antwerp,1,12.58,0.39,0
2025-07-26,Antwerp,1,2.52,16.93,0
2025-07-27,Antwerp,1,2.97,1.61,0
2025-07-28,Antwerp,2,19.63,37.8,0
2025-07-29,Antwerp,2,11.32,58.0,0
2025-07-30,Antwerp,1,20.26,12.3,0
2025-07-31,Antwerp,1,3.49,2.09,0
2025-08-01,Antwerp,1,4.06,10.58,0
2025-08-02,Antwerp,1,9.58,16.91,0
2025-08-03,Antwerp,1,4.27,51.73,0
2025-08-04,Antwerp,1,0.8,2.46,0
2025-08-05,Antwerp,1,18.58,0.05,0
2025-08-06,Antwerp,1,11.83,3.07,0
2025-08-07,Antwerp,1,0.47,8.7,0
2025-08-08,Antwerp,1,7.51,0.83,0
2025-08-09,Antwerp,1,6.13,5.44,0
2025-08-10,Antwerp,0,11.05,3.8,0
2025-08-11,Antwerp,1,3.67,2.09,0
2025-08-12,Antwerp,1,1.0,8.44,0
2025-08-13,Antwerp,1,8.29,5.48,0
2025-08-14,Antwerp,1,5.58,3.46,0
2025-08-15,Antwerp,1,3.27,9.0,0
2025-08-16,Antwerp,1,56.22,20.34,0
2025-08-17,Antwerp,0,4.9,10.12,0
2025-08-18,Antwerp,1,3.4,15.21,0
2025-08-19,Antwerp,1,2.02,45.63,0
2025-08-20,Antwerp,0,12.0,0.82,0
2025-08-21,Antwerp,0,0.33,4.73,0
2025-08-22,Antwerp,0,9.75,1.3,0
2025-08-23,Antwerp,0,0.65,21.86,0
2025-08-24,Antwerp,0,0.41,16.35,0
2025-08-25,Antwerp,1,4.22,34.03,0
2025-08-26,Antwerp,1,7.59,9.89,0
2025-08-27,Antwerp,0,14.56,4.65,0
2025-08-28,Antwerp,1,1.67,7.24,0
2025-08-29,Antwerp,1,0.06,15.23,0
2025-08-30,Antwerp,2,0.42,22.44,0
2025-08-31,Antwerp,2,4.38,30.12,0
2025-09-01,Antwerp,1,3.21,6.14,0
2025-09-02,Antwerp,1,4.51,31.67,0
2025-09-03,Antwerp,1,1.03,35.44,0
2025-09-04,Antwerp,0,9.03,2.7,0
2025-09-05,Antwerp,1,4.19,12.12,0
2025-09-06,Antwerp,1,0.64,18.65,0
2025-09-07,Antwerp,1,14.3,12.45,0
2025-09-08,Antwerp,1,3.27,78.4,0
2025-09-09,Antwerp,1,6.81,32.85,0
2025-09-10,Antwerp,1,19.23,6.41,0
2025-09-11,Antwerp,0,3.56,3.09,0
2025-09-12,Antwerp,0,0.04,2.61,0
2025-09-13,Antwerp,0,0.03,2.86,0
2025-09-14,Antwerp,0,30.48,0.66,0
2025-09-15,Antwerp,0,2.72,15.18,0
2025-09-16,Antwerp,0,2.07,0.44,0
2025-09-17,Antwerp,1,0.35,3.43,0
2025-09-18,Antwerp,0,3.04,20.21,0
2025-09-19,Antwerp,0,5.5,5.08,0
2025-09-20,Antwerp,1,29.52,27.02,0
2025-09-21,Antwerp,1,0.13,14.45,0
2025-09-22,Antwerp,0,4.56,1.95,0
2025-09-23,Antwerp,0,3.0,4.34,0
2025-09-24,Antwerp,0,1.11,5.9,0
2025-09-25,Antwerp,0,1.69,14.28,0
2025-09-26,Antwerp,0,7.26,2.04,0
2025-09-27,Antwerp,1,7.77,44.18,0
2025-09-28,Antwerp,0,1.17,3.23,0
2025-09-29,Antwerp,0,3.07,11.48,0
2025-09-30,Antwerp,1,1.29,15.42,0
2025-10-01,Antwerp,0,5.75,21.46,0
2025-10-02,Antwerp,1,1.2,5.81,0
2025-10-03,Antwerp,1,7.5,14.19,0
2025-10-04,Antwerp,1,4.07,24.13,0
2025-10-05,Antwerp,1,5.78,13.4,0
2025-10-06,Antwerp,1,12.03,16.67,0
2025-10-07,Antwerp,1,8.88,13.41,0
2025-10-08,Antwerp,1,4.71,47.92,0
2025-10-09,Antwerp,1,0.08,54.31,0
2025-10-10,Antwerp,1,8.31,5.24,0
2025-10-11,Antwerp,1,12.76,11.56,0
2025-10-12,Antwerp,1,16.54,12.06,0
2025-10-13,Antwerp,1,5.99,22.31,0
2025-10-14,Antwerp,0,0.26,5.15,0
2025-10-15,Antwerp,0,2.47,8.31,0
2025-10-16,Antwerp,0,0.95,4.06,0
2025-10-17,Antwerp,0,0.81,10.09,0
2025-10-18,Antwerp,0,8.42,6.78,0
2025-10-19,Antwerp,0,0.08,9.86,0
2025-10-20,Antwerp,0,1.4,1.08,0
2025-10-21,Antwerp,0,0.64,8.44,0
2025-10-22,Antwerp,0,7.04,4.55,0
2025-10-23,Antwerp,0,15.06,21.28,0
2025-10-24,Antwerp,0,1.72,1.98,0
2025-10-25,Antwerp,0,2.3,18.24,0
2025-10-26,Antwerp,1,1.44,1.52,0
2025-10-27,Antwerp,0,7.12,0.56,0
2025-10-28,Antwerp,0,8.25,13.16,0
2025-10-29,Antwerp,0,4.56,2.05,0
2025-10-30,Antwerp,0,1.3,0.02,0
2025-10-31,Antwerp,0,0.99,4.3,0
2025-11-01,Antwerp,0,4.85,6.38,0
2025-11-02,Antwerp,0,10.47,2.51,0
2025-11-03,Antwerp,0,36.76,7.48,0
2025-11-04,Antwerp,0,8.42,7.12,0
2025-11-05,Antwerp,0,5.86,14.05,0
2025-11-06,Antwerp,0,2.0,18.52,0
2025-11-07,Antwerp,0,3.27,14.05,0
2025-11-08,Antwerp,0,7.33,12.87,0
2025-11-09,Antwerp,0,26.06,10.9,0
2025-11-10,Antwerp,0,4.26,7.65,0
2025-11-11,Antwerp,0,2.85,0.32,0
2025-11-12,Antwerp,0,3.57,12.82,0
2025-11-13,Antwerp,0,2.71,3.06,0
2025-11-14,Antwerp,1,4.19,1.75,0
2025-11-15,Antwerp,0,1.5,0.36,0
2025-11-16,Antwerp,0,2.61,1.44,0
2025-11-17,Antwerp,0,4.28,1.93,0
2025-11-18,Antwerp,0,4.07,0.63,0
2025-11-19,Antwerp,0,2.53,13.41,0
2025-11-20,Antwerp,0,4.92,7.51,0
2025-11-21,Antwerp,0,1.66,1.57,0
2025-11-22,Antwerp,0,0.74,7.18,0
2025-11-23,Antwerp,0,1.46,0.24,0
2025-11-24,Antwerp,0,3.21,17.17,0
2025-11-25,Antwerp,0,4.19,6.74,0
2025-11-26,Antwerp,0,1.96,7.08,0
2025-11-27,Antwerp,0,8.37,2.28,0
2025-11-28,Antwerp,0,3.63,7.13,0
2025-11-29,Antwerp,0,8.89,6.18,0
2025-11-30,Antwerp,0,8.74,17.79,0
2025-12-01,Antwerp,0,9.66,3.08,0
2025-12-02,Antwerp,0,4.84,20.51,0
2025-12-03,Antwerp,0,8.32,31.25,0
2025-12-04,Antwerp,0,22.38,5.93,0
2025-12-05,Antwerp,0,6.47,33.9,0
2025-12-06,Antwerp,0,0.37,21.35,0
2025-12-07,Antwerp,0,1.08,7.74,0
2025-12-08,Antwerp,0,10.47,10.37,0
2025-12-09,Antwerp,0,1.25,6.77,0
2025-12-10,Antwerp,0,0.78,12.64,0
2025-12-11,Antwerp,0,3.82,0.42,0
2025-12-12,Antwerp,0,7.68,6.63,0
2025-12-13,Antwerp,0,2.43,0.38,0
2025-12-14,Antwerp,0,3.23,37.31,0
2025-12-15,Antwerp,0,1.76,23.14,0
2025-12-16,Antwerp,0,5.98,1.91,0
2025-12-17,Antwerp,0,2.9,2.29,0
2025-12-18,Antwerp,0,2.09,5.17,0
2025-12-19,Antwerp,0,0.38,10.7,0
