event_id,shipment_id,event_type,cause,severity,timestamp,duration_hours
1128,1203,transport_delay,border_delay,medium,2023-01-21 20:06:40,14.29
1129,1203,weather_disruption,severe_storm,medium,2023-01-22 18:44:42,3.1
1130,1204,supplier_failure,capacity_shortage,low,2025-03-27 12:14:11,2.43
1131,1205,transport_delay,border_delay,medium,2023-01-02 11:21:32,19.73
1132,1205,transport_delay,border_delay,medium,2023-01-02 18:05:25,25.11
1133,1206,supplier_failure,capacity_shortage,medium,2025-05-12 06:01:19,5.73
1134,1206,supplier_failure,bankruptcy,medium,2025-05-12 23:35:42,7.43
1135,1207,transport_delay,fuel_shortage,medium,2023-10-10 13:41:23,15.56
1136,1207,weather_disruption,flooding,medium,2023-10-10 20:26:02,10.84
1137,1207,port_congestion,equipment_failure,medium,2023-10-11 04:59:27,14.3
1138,1208,port_congestion,equipment_failure,medium,2023-06-09 05:53:39,12.5
1139,1210,transport_delay,border_delay,high,2024-10-27 11:23:30,54.1
1140,1210,transport_delay,fuel_shortage,high,2024-10-28 11:25:09,90.68
1141,1210,transport_delay,road_closure,high,2024-10-28 13:40:54,28.82
1142,1211,transport_delay,vehicle_breakdown,high,2025-03-04 22:47:41,17.68
1143,1211,supplier_failure,capacity_shortage,high,2025-03-05 00:30:02,21.2
1144,1212,supplier_failure,quality_issue,high,2025-11-29 06:51:56,33.04
1145,1212,supplier_failure,production_halt,high,2025-11-30 06:52:41,91.37
1146,1213,weather_disruption,flooding,high,2023-07-25 14:27:33,127.9
1147,1215,transport_delay,border_delay,medium,2025-03-01 14:38:20,26.03
1148,1216,transport_delay,vehicle_breakdown,high,2023-02-08 00:29:59,77.83
1149,1216,transport_delay,border_delay,high,2023-02-09 00:33:11,48.01
1150,1216,transport_delay,fuel_shortage,high,2023-02-09 14:59:17,14.5
1151,1217,transport_delay,fuel_shortage,medium,2024-04-24 14:46:13,63.63
1152,1219,weather_disruption,fog,medium,2025-11-06 08:14:41,5.97
1153,1221,port_congestion,high_demand,medium,2024-12-13 17:59:28,17.75
1154,1222,transport_delay,fuel_shortage,medium,2025-06-11 11:16:05,10.34
1155,1223,supplier_failure,capacity_shortage,low,2025-11-20 02:08:40,2.63
1156,1223,supplier_failure,bankruptcy,low,2025-11-20 03:54:49,2.79
1157,1225,supplier_failure,production_halt,medium,2025-08-26 23:05:35,11.47
1158,1227,port_congestion,labor_strike,medium,2023-02-20 11:49:32,16.8
1159,1230,weather_disruption,hurricane,high,2024-09-29 02:49:02,123.45
1160,1230,port_congestion,high_demand,high,2024-09-30 15:06:28,42.32
1161,1232,supplier_failure,bankruptcy,medium,2023-10-08 11:15:02,38.9
1162,1233,transport_delay,vehicle_breakdown,medium,2023-04-24 14:43:57,6.85
1163,1237,transport_delay,fuel_shortage,medium,2025-08-06 02:05:38,40.41
1164,1237,supplier_failure,bankruptcy,medium,2025-08-06 18:16:52,16.73
1165,1238,weather_disruption,severe_storm,high,2025-07-31 00:37:35,34.25
1166,1238,port_congestion,equipment_failure,high,2025-08-01 09:41:38,47.62
1167,1239,port_congestion,equipment_failure,low,2024-06-08 14:45:33,3.09
1168,1241,transport_delay,vehicle_breakdown,high,2024-04-25 12:57:43,18.1
1169,1242,transport_delay,vehicle_breakdown,medium,2023-05-24 17:05:09,18.8
1170,1243,transport_delay,fuel_shortage,medium,2024-07-30 17:18:17,11.2
1171,1245,weather_disruption,blizzard,medium,2025-02-02 14:18:54,8.85
1172,1245,port_congestion,inspection_backlog,medium,2025-02-02 15:52:05,18.9
1173,1246,port_congestion,equipment_failure,low,2025-06-27 14:23:27,4.68
1174,1247,transport_delay,road_closure,medium,2025-07-27 16:10:13,6.33
1175,1248,port_congestion,high_demand,low,2023-03-27 04:36:33,4.9
1176,1251,port_congestion,high_demand,medium,2024-02-14 00:55:44,19.39
1177,1251,transport_delay,fuel_shortage,medium,2024-02-14 10:00:32,12.23
1178,1254,supplier_failure,production_halt,low,2024-04-01 08:00:05,0.89
1179,1254,transport_delay,road_closure,low,2024-04-01 08:06:58,7.09
1180,1254,port_congestion,labor_strike,low,2024-04-01 11:37:06,5.95
1181,1256,supplier_failure,capacity_shortage,medium,2023-09-17 13:13:00,6.4
1182,1256,transport_delay,border_delay,medium,2023-09-18 06:44:44,8.34
1183,1257,port_congestion,equipment_failure,medium,2025-03-06 12:43:46,7.32
1184,1259,transport_delay,border_delay,medium,2024-05-15 20:50:06,25.48
1185,1261,transport_delay,vehicle_breakdown,medium,2023-09-02 03:27:55,7.93
1186,1262,port_congestion,high_demand,high,2023-03-22 15:11:18,23.82
1187,1262,port_congestion,inspection_backlog,high,2023-03-22 15:17:47,93.15
1188,1264,transport_delay,road_closure,medium,2024-01-14 17:12:44,5.25
1189,1265,port_congestion,labor_strike,high,2023-10-26 07:06:32,22.94
1190,1266,transport_delay,road_closure,medium,2024-08-25 01:29:05,19.42
1191,1266,transport_delay,vehicle_breakdown,medium,2024-08-25 10:10:59,17.52
1192,1266,transport_delay,border_delay,medium,2024-08-25 21:14:25,4.44
1193,1268,transport_delay,vehicle_breakdown,medium,2024-05-01 18:50:42,5.54
1194,1272,supplier_failure,production_halt,medium,2025-06-25 13:50:15,20.72
1195,1274,supplier_failure,capacity_shortage,medium,2024-10-21 06:51:33,15.23
1196,1274,supplier_failure,production_halt,medium,2024-10-22 10:32:21,8.39
1197,1276,transport_delay,border_delay,low,2024-01-05 06:39:32,2.0
1198,1276,supplier_failure,capacity_shortage,low,2024-01-05 07:36:48,3.92
1199,1276,transport_delay,road_closure,low,2024-01-05 15:48:25,1.62
1200,1278,transport_delay,vehicle_breakdown,medium,2023-11-13 01:11:02,14.24
1201,1278,transport_delay,border_delay,medium,2023-11-13 09:45:48,11.7
1202,1278,port_congestion,high_demand,medium,2023-11-13 16:57:36,8.12
1203,1278,weather_disruption,severe_storm,medium,2023-11-13 18:01:39,26.33
1204,1279,supplier_failure,quality_issue,low,2023-12-02 09:32:34,3.43
1205,1283,transport_delay,fuel_shortage,medium,2023-11-17 15:49:09,11.84
1206,1287,port_congestion,inspection_backlog,medium,2025-03-30 09:38:55,30.42
1207,1287,supplier_failure,quality_issue,medium,2025-03-30 14:13:30,11.94
1208,1292,port_congestion,high_demand,low,2023-01-22 01:45:17,5.89
1209,1293,supplier_failure,bankruptcy,low,2025-05-05 01:29:10,9.9
1210,1294,transport_delay,fuel_shortage,medium,2023-01-16 20:29:27,17.98
1211,1298,transport_delay,road_closure,low,2024-10-22 09:25:21,7.72
1212,1302,weather_disruption,blizzard,low,2023-07-21 12:02:00,6.25
1213,1303,transport_delay,fuel_shortage,high,2023-08-30 12:01:14,81.67
1214,1303,supplier_failure,capacity_shortage,high,2023-08-30 13:15:28,87.49
1215,1303,weather_disruption,severe_storm,high,2023-08-30 18:25:16,50.0
1216,1305,port_congestion,labor_strike,medium,2024-10-18 04:29:19,8.47
1217,1306,weather_disruption,hurricane,high,2024-08-04 11:22:53,51.77
1218,1307,transport_delay,border_delay,medium,2024-07-05 15:56:29,8.93
1219,1308,port_congestion,inspection_backlog,medium,2024-09-23 17:13:06,4.54
1220,1309,transport_delay,fuel_shortage,medium,2024-06-17 03:59:03,10.16
1221,1309,port_congestion,labor_strike,medium,2024-06-17 05:04:18,19.63
1222,1310,port_congestion,equipment_failure,medium,2024-12-06 20:51:46,7.69
1223,1313,weather_disruption,severe_storm,medium,2023-11-15 13:32:33,8.8
1224,1313,weather_disruption,blizzard,medium,2023-11-17 02:33:51,37.32
1225,1314,transport_delay,border_delay,high,2023-04-08 07:37:40,37.12
1226,1314,port_congestion,high_demand,high,2023-04-10 00:04:54,20.85
1227,1314,transport_delay,vehicle_breakdown,high,2023-04-10 10:42:54,23.36
1228,1314,transport_delay,border_delay,high,2023-04-10 14:09:39,32.02
1229,1315,transport_delay,road_closure,high,2025-11-20 03:09:39,36.7
1230,1315,transport_delay,road_closure,high,2025-11-21 07:12:14,29.58
1231,1316,transport_delay,road_closure,medium,2025-02-12 10:59:14,8.56
1232,1322,weather_disruption,blizzard,medium,2025-02-03 11:32:48,11.15
1233,1323,port_congestion,labor_strike,medium,2025-06-09 08:04:46,19.08
1234,1324,weather_disruption,flooding,high,2023-07-08 22:31:47,16.09
1235,1324,transport_delay,vehicle_breakdown,high,2023-07-12 04:13:22,46.68
1236,1324,transport_delay,border_delay,high,2023-07-12 21:53:30,23.24
1237,1324,supplier_failure,quality_issue,high,2023-07-15 04:36:30,81.01
1238,1326,transport_delay,border_delay,medium,2023-01-16 02:56:09,13.1
1239,1327,port_congestion,equipment_failure,medium,2025-09-30 04:41:33,19.72
1240,1327,transport_delay,border_delay,medium,2025-10-02 17:30:41,10.41
1241,1328,transport_delay,fuel_shortage,medium,2025-06-20 08:47:10,8.79
1242,1329,transport_delay,vehicle_breakdown,low,2024-01-11 09:29:28,3.02
1243,1329,transport_delay,border_delay,low,2024-01-11 15:03:38,2.52
1244,1330,transport_delay,fuel_shortage,medium,2025-11-10 14:42:35,15.66
1245,1330,port_congestion,labor_strike,medium,2025-11-11 14:22:04,25.38
1246,1331,weather_disruption,severe_storm,medium,2024-07-15 05:32:51,18.05
1247,1331,port_congestion,inspection_backlog,medium,2024-07-16 02:07:57,16.18
1248,1333,transport_delay,border_delay,high,2024-03-05 18:27:07,50.67
1249,1333,transport_delay,border_delay,high,2024-03-06 19:30:13,34.65
1250,1337,port_congestion,inspection_backlog,medium,2025-04-12 22:34:48,15.26
1251,1338,port_congestion,inspection_backlog,high,2023-10-05 10:41:59,40.65
1252,1340,supplier_failure,production_halt,medium,2023-06-18 23:39:37,13.24
1253,1341,weather_disruption,fog,low,2025-07-05 03:15:19,6.93
1254,1346,weather_disruption,blizzard,low,2023-09-27 17:53:44,2.88
1255,1348,weather_disruption,severe_storm,medium,2025-07-29 05:50:48,56.1
1256,1348,weather_disruption,blizzard,medium,2025-07-29 23:47:33,10.57
1257,1348,transport_delay,fuel_shortage,medium,2025-07-30 02:05:22,9.53
1258,1348,supplier_failure,production_halt,medium,2025-07-30 07:10:44,6.83
1259,1349,transport_delay,border_delay,medium,2024-02-08 08:39:49,10.0
1260,1349,supplier_failure,quality_issue,medium,2024-02-08 20:22:44,18.52
1261,1352,transport_delay,border_delay,medium,2024-09-18 08:55:39,15.66
1262,1352,transport_delay,fuel_shortage,medium,2024-09-18 17:13:05,34.17
1263,1354,weather_disruption,fog,high,2025-07-23 11:24:09,44.66
1264,1354,transport_delay,road_closure,high,2025-07-23 18:14:41,42.73
1265,1354,supplier_failure,capacity_shortage,high,2025-07-23 22:10:33,51.28
1266,1354,port_congestion,high_demand,high,2025-07-27 13:04:45,45.33
1267,1357,transport_delay,border_delay,medium,2024-04-10 13:20:53,8.64
1268,1358,weather_disruption,severe_storm,low,2023-09-11 14:32:46,2.75
1269,1359,transport_delay,road_closure,low,2023-05-22 00:03:39,3.13
1270,1359,supplier_failure,capacity_shortage,low,2023-05-22 07:48:00,4.16
1271,1361,port_congestion,inspection_backlog,medium,2023-11-17 09:02:35,5.1
1272,1362,port_congestion,high_demand,high,2023-12-10 00:48:46,38.58
1273,1362,port_congestion,equipment_failure,high,2023-12-11 06:12:20,22.23
1274,1362,port_congestion,labor_strike,high,2023-12-13 02:14:27,41.61
1275,1365,supplier_failure,production_halt,medium,2024-11-24 23:17:29,12.41
1276,1365,port_congestion,labor_strike,medium,2024-11-25 06:08:43,27.76
1277,1366,transport_delay,road_closure,high,2025-06-17 21:37:27,14.56
1278,1366,port_congestion,high_demand,high,2025-06-22 17:41:40,35.83
1279,1366,transport_delay,fuel_shortage,high,2025-06-22 18:07:55,32.4
1280,1367,supplier_failure,quality_issue,medium,2024-12-13 00:03:21,4.27
1281,1367,supplier_failure,production_halt,medium,2024-12-13 10:46:20,21.82
1282,1370,transport_delay,vehicle_breakdown,high,2023-01-18 18:04:25,27.64
1283,1371,transport_delay,road_closure,medium,2023-08-23 09:10:39,20.21
1284,1372,transport_delay,road_closure,medium,2024-10-19 14:39:37,12.83
1285,1373,port_congestion,high_demand,high,2023-07-22 05:01:13,30.82
1286,1373,port_congestion,labor_strike,high,2023-07-24 14:51:38,25.73
1287,1373,port_congestion,inspection_backlog,high,2023-07-25 19:41:29,33.26
1288,1373,transport_delay,vehicle_breakdown,high,2023-07-27 01:32:46,35.94
1289,1373,transport_delay,fuel_shortage,high,2023-07-27 09:05:41,24.19
1290,1377,port_congestion,inspection_backlog,high,2023-08-13 06:45:39,10.94
1291,1378,port_congestion,inspection_backlog,medium,2023-10-14 01:16:39,16.98
1292,1379,port_congestion,high_demand,high,2023-12-08 20:46:33,34.96
1293,1379,transport_delay,fuel_shortage,high,2023-12-09 17:25:58,21.16
1294,1380,supplier_failure,bankruptcy,medium,2025-07-14 05:55:49,7.5
1295,1381,weather_disruption,blizzard,high,2024-03-28 03:06:36,16.29
1296,1381,weather_disruption,blizzard,high,2024-03-28 13:58:55,11.39
1297,1381,weather_disruption,fog,high,2024-03-29 13:07:28,138.22
1298,1381,port_congestion,equipment_failure,high,2024-03-31 18:34:01,21.83
1299,1385,port_congestion,inspection_backlog,medium,2024-11-23 05:16:57,11.15
1300,1387,weather_disruption,fog,high,2024-06-22 04:32:32,30.91
1301,1388,port_congestion,labor_strike,high,2025-07-12 18:11:35,15.38
1302,1393,weather_disruption,hurricane,high,2025-05-15 00:27:22,7.35
1303,1393,port_congestion,inspection_backlog,high,2025-05-15 23:12:44,54.89
1304,1393,weather_disruption,severe_storm,high,2025-05-18 04:18:47,16.37
1305,1394,transport_delay,road_closure,low,2023-02-05 04:14:20,3.35
1306,1395,transport_delay,road_closure,low,2023-07-27 07:18:46,2.11
1307,1395,weather_disruption,severe_storm,low,2023-07-27 19:08:08,2.13
1308,1396,transport_delay,fuel_shortage,medium,2023-11-27 21:45:55,23.1
1309,1397,transport_delay,border_delay,medium,2023-08-18 15:19:14,12.66
1310,1398,weather_disruption,hurricane,high,2025-08-07 10:29:17,52.28
1311,1399,port_congestion,equipment_failure,medium,2024-12-05 02:03:51,8.11
1312,1400,weather_disruption,fog,high,2025-06-16 08:53:46,37.71
1313,1400,port_congestion,high_demand,high,2025-06-18 06:20:04,27.67
1314,1400,weather_disruption,blizzard,high,2025-06-19 17:01:47,26.86
1315,1400,weather_disruption,flooding,high,2025-06-20 08:17:55,17.51
1316,1400,port_congestion,high_demand,high,2025-06-20 12:06:58,35.28
1317,1401,port_congestion,high_demand,medium,2024-12-20 23:29:06,24.98
1318,1402,weather_disruption,severe_storm,medium,2024-11-17 12:39:01,11.85
1319,1404,transport_delay,vehicle_breakdown,medium,2024-04-23 03:45:01,31.04
1320,1404,port_congestion,equipment_failure,medium,2024-04-23 16:00:35,9.39
1321,1406,port_congestion,equipment_failure,low,2024-03-21 10:00:00,7.6
1322,1407,supplier_failure,capacity_shortage,medium,2023-09-03 08:23:18,4.19
1323,1407,weather_disruption,blizzard,medium,2023-09-04 15:10:42,18.22
1324,1408,transport_delay,vehicle_breakdown,low,2023-12-25 00:06:43,8.04
1325,1409,port_congestion,labor_strike,medium,2023-10-27 13:32:29,13.96
1326,1412,supplier_failure,capacity_shortage,medium,2023-09-03 04:34:59,19.79
1327,1413,supplier_failure,production_halt,medium,2024-01-26 11:15:24,8.41
1328,1413,transport_delay,road_closure,medium,2024-01-27 00:20:57,6.8
1329,1418,port_congestion,labor_strike,medium,2023-01-03 12:53:59,49.37
1330,1418,transport_delay,fuel_shortage,medium,2023-01-04 18:46:36,8.66
1331,1418,transport_delay,border_delay,medium,2023-01-05 08:48:48,7.78
1332,1419,port_congestion,inspection_backlog,medium,2025-04-23 15:40:57,21.32
1333,1419,port_congestion,high_demand,medium,2025-04-23 17:11:14,5.96
1334,1421,supplier_failure,bankruptcy,high,2024-09-03 00:34:31,48.59
1335,1421,port_congestion,inspection_backlog,high,2024-09-03 07:08:27,58.61
1336,1421,port_congestion,high_demand,high,2024-09-03 17:30:35,22.2
1337,1421,weather_disruption,fog,high,2024-09-05 12:49:55,55.74
1338,1422,supplier_failure,bankruptcy,high,2024-02-20 09:36:52,44.86
1339,1423,supplier_failure,quality_issue,low,2024-05-02 06:47:26,7.51
1340,1426,transport_delay,border_delay,medium,2024-10-27 15:15:53,17.55
1341,1428,weather_disruption,severe_storm,medium,2023-06-29 02:03:31,15.98
1342,1430,weather_disruption,severe_storm,medium,2023-09-13 05:53:03,9.15
1343,1432,port_congestion,labor_strike,low,2024-07-18 11:05:30,7.05
1344,1437,port_congestion,inspection_backlog,high,2025-09-12 19:22:47,11.49
1345,1437,supplier_failure,bankruptcy,high,2025-09-15 23:18:37,16.65
1346,1439,supplier_failure,capacity_shortage,high,2024-03-12 09:20:22,34.09
1347,1440,port_congestion,labor_strike,medium,2024-06-16 18:35:34,2.64
1348,1440,supplier_failure,quality_issue,medium,2024-06-17 02:24:11,6.15
1349,1440,port_congestion,inspection_backlog,medium,2024-06-17 03:13:47,13.37
1350,1440,transport_delay,border_delay,medium,2024-06-17 23:37:24,9.92
1351,1443,transport_delay,vehicle_breakdown,medium,2025-08-08 22:57:49,10.64
1352,1444,transport_delay,border_delay,low,2024-08-17 09:30:17,3.15
1353,1445,weather_disruption,fog,high,2025-09-21 11:30:46,29.21
1354,1447,transport_delay,fuel_shortage,medium,2025-07-16 09:36:10,29.3
1355,1447,transport_delay,border_delay,medium,2025-07-16 15:05:29,14.01
1356,1450,transport_delay,vehicle_breakdown,medium,2023-11-11 14:27:44,9.28
1357,1450,supplier_failure,quality_issue,medium,2023-11-11 19:39:36,5.98
1358,1451,port_congestion,inspection_backlog,medium,2023-12-08 06:32:47,17.27
1359,1451,port_congestion,labor_strike,medium,2023-12-08 21:42:34,4.82
1360,1452,port_congestion,inspection_backlog,medium,2024-12-04 05:54:45,4.67
1361,1452,port_congestion,labor_strike,medium,2024-12-04 07:10:20,20.72
1362,1453,weather_disruption,flooding,medium,2025-11-18 01:04:02,6.11
1363,1457,port_congestion,equipment_failure,low,2023-05-01 05:53:36,10.66
1364,1457,supplier_failure,bankruptcy,low,2023-05-01 17:22:33,3.9
1365,1459,transport_delay,road_closure,medium,2023-11-26 01:58:40,4.31
1366,1460,weather_disruption,fog,medium,2023-04-12 08:39:15,8.29
1367,1461,transport_delay,road_closure,high,2023-06-05 01:45:00,47.38
1368,1461,weather_disruption,severe_storm,high,2023-06-05 09:07:36,74.02
1369,1461,transport_delay,fuel_shortage,high,2023-06-05 21:28:56,21.42
1370,1463,port_congestion,high_demand,medium,2023-03-05 17:53:40,23.47
1371,1466,port_congestion,equipment_failure,medium,2024-09-01 19:26:30,25.43
1372,1467,port_congestion,labor_strike,medium,2023-02-08 05:12:18,15.33
1373,1470,supplier_failure,production_halt,medium,2023-10-23 06:36:17,6.14
1374,1471,transport_delay,vehicle_breakdown,high,2024-10-02 14:42:13,24.59
1375,1471,weather_disruption,flooding,high,2024-10-04 18:29:04,48.31
1376,1471,transport_delay,border_delay,high,2024-10-07 06:54:24,15.96
1377,1471,transport_delay,border_delay,high,2024-10-09 01:51:31,29.58
1378,1472,port_congestion,inspection_backlog,low,2024-03-02 06:02:53,6.28
1379,1473,port_congestion,high_demand,high,2025-01-23 06:35:34,16.36
1380,1473,transport_delay,road_closure,high,2025-01-28 01:50:38,68.36
1381,1479,port_congestion,high_demand,low,2023-09-23 16:47:43,2.39
1382,1482,transport_delay,fuel_shortage,high,2024-07-16 01:13:04,25.79
1383,1483,transport_delay,vehicle_breakdown,medium,2024-09-15 00:15:27,5.73
1384,1484,transport_delay,fuel_shortage,high,2024-04-11 06:43:17,23.96
1385,1484,port_congestion,equipment_failure,high,2024-04-12 05:54:54,33.66
1386,1484,transport_delay,road_closure,high,2024-04-14 21:37:26,17.59
1387,1484,supplier_failure,production_halt,high,2024-04-15 08:25:29,41.12
1388,1485,port_congestion,high_demand,low,2023-08-04 06:26:55,3.27
1389,1487,port_congestion,inspection_backlog,medium,2025-03-24 06:04:12,28.69
1390,1487,supplier_failure,quality_issue,medium,2025-03-25 01:35:16,24.61
1391,1491,transport_delay,road_closure,high,2024-11-05 11:53:52,14.94
1392,1491,supplier_failure,bankruptcy,high,2024-11-07 10:26:14,52.95
1393,1491,port_congestion,equipment_failure,high,2024-11-08 04:46:22,11.8
1394,1491,weather_disruption,fog,high,2024-11-09 08:41:49,27.23
1395,1491,transport_delay,road_closure,high,2024-11-12 09:46:51,39.45
1396,1494,weather_disruption,flooding,medium,2024-11-04 04:19:58,6.81
1397,1494,port_congestion,inspection_backlog,medium,2024-11-04 14:51:32,4.64
1398,1497,port_congestion,labor_strike,low,2023-01-22 05:45:50,3.5
1399,1497,transport_delay,fuel_shortage,low,2023-01-22 14:20:01,2.49
1400,1499,supplier_failure,quality_issue,high,2023-07-17 17:51:43,32.63
1401,1499,transport_delay,border_delay,high,2023-07-17 18:05:22,72.13
1402,1500,port_congestion,inspection_backlog,high,2024-04-03 02:42:01,33.3
1403,1500,transport_delay,fuel_shortage,high,2024-04-03 10:36:07,40.51
1404,1506,supplier_failure,bankruptcy,medium,2025-11-22 05:38:41,6.51
1405,1509,port_congestion,equipment_failure,medium,2025-05-23 03:05:44,12.68
1406,1510,transport_delay,road_closure,medium,2024-08-09 00:35:40,4.96
1407,1512,port_congestion,inspection_backlog,high,2025-05-13 02:38:16,46.21
1408,1512,transport_delay,road_closure,high,2025-05-14 15:23:22,55.94
1409,1512,supplier_failure,quality_issue,high,2025-05-16 07:57:29,25.58
1410,1517,port_congestion,inspection_backlog,medium,2023-09-11 03:35:23,6.07
1411,1517,weather_disruption,flooding,medium,2023-09-12 03:37:27,8.47
1412,1519,supplier_failure,production_halt,high,2024-11-30 03:08:29,44.08
1413,1519,transport_delay,fuel_shortage,high,2024-12-03 10:04:39,18.54
1414,1520,weather_disruption,blizzard,low,2024-02-16 07:28:10,3.65
1415,1521,port_congestion,labor_strike,high,2024-05-18 18:29:47,21.4
1416,1521,supplier_failure,bankruptcy,high,2024-05-20 21:42:52,53.47
1417,1521,weather_disruption,flooding,high,2024-05-22 03:22:55,21.76
1418,1521,port_congestion,equipment_failure,high,2024-05-22 16:59:59,35.87
1419,1522,supplier_failure,production_halt,medium,2023-04-20 16:36:37,10.73
1420,1523,transport_delay,border_delay,high,2024-06-06 11:02:43,32.53
1421,1523,port_congestion,high_demand,high,2024-06-06 14:37:10,23.74
1422,1523,weather_disruption,flooding,high,2024-06-07 08:56:59,108.09
1423,1524,transport_delay,vehicle_breakdown,medium,2023-09-02 02:54:55,13.27
1424,1524,supplier_failure,capacity_shortage,medium,2023-09-02 09:03:46,19.18
1425,1524,port_congestion,labor_strike,medium,2023-09-03 05:57:04,2.54
1426,1525,transport_delay,vehicle_breakdown,medium,2025-07-01 00:48:26,9.77
1427,1525,transport_delay,fuel_shortage,medium,2025-07-02 20:46:26,12.8
1428,1526,port_congestion,equipment_failure,high,2025-08-22 03:25:44,38.34
1429,1526,port_congestion,labor_strike,high,2025-08-22 04:51:10,49.97
1430,1526,supplier_failure,bankruptcy,high,2025-08-22 08:23:51,14.56
1431,1526,port_congestion,labor_strike,high,2025-08-23 03:44:09,61.81
1432,1526,weather_disruption,hurricane,high,2025-08-25 12:36:29,15.83
1433,1526,port_congestion,labor_strike,high,2025-08-25 17:51:40,43.73
1434,1528,transport_delay,vehicle_breakdown,medium,2024-11-04 02:21:50,7.49
1435,1530,port_congestion,high_demand,low,2024-03-22 13:06:58,6.11
1436,1533,port_congestion,equipment_failure,high,2025-01-08 05:28:49,65.42
1437,1533,transport_delay,fuel_shortage,high,2025-01-11 07:11:53,93.6
1438,1534,port_congestion,high_demand,medium,2025-04-03 02:49:15,6.18
1439,1536,supplier_failure,quality_issue,high,2023-05-16 16:22:39,37.48
1440,1537,supplier_failure,bankruptcy,medium,2024-02-13 19:38:36,5.59
1441,1541,transport_delay,fuel_shortage,medium,2025-06-27 12:45:28,4.93
1442,1543,port_congestion,equipment_failure,medium,2025-08-05 05:24:27,9.81
1443,1544,port_congestion,equipment_failure,medium,2025-02-04 01:56:56,16.04
1444,1546,transport_delay,border_delay,medium,2024-10-07 04:57:25,17.97
1445,1546,transport_delay,vehicle_breakdown,medium,2024-10-07 09:07:58,40.24
1446,1546,port_congestion,equipment_failure,medium,2024-10-08 12:48:59,5.7
1447,1547,port_congestion,labor_strike,medium,2023-05-27 08:25:55,11.87
1448,1550,weather_disruption,fog,low,2023-11-30 11:07:27,7.27
1449,1551,port_congestion,high_demand,low,2023-01-03 03:16:26,4.65
1450,1552,transport_delay,road_closure,high,2025-09-17 02:54:43,24.44
1451,1552,transport_delay,border_delay,high,2025-09-17 13:31:14,33.79
1452,1554,port_congestion,equipment_failure,low,2024-11-02 06:13:36,11.89
1453,1554,transport_delay,vehicle_breakdown,low,2024-11-02 08:39:50,9.58
1454,1554,transport_delay,road_closure,low,2024-11-02 14:10:38,8.06
1455,1554,supplier_failure,capacity_shortage,low,2024-11-02 14:57:09,1.21
1456,1557,supplier_failure,production_halt,high,2025-06-23 05:54:21,25.31
1457,1557,supplier_failure,quality_issue,high,2025-06-23 10:03:02,109.72
1458,1557,port_congestion,labor_strike,high,2025-06-24 12:19:21,15.01
1459,1557,transport_delay,border_delay,high,2025-06-26 04:24:20,82.86
1460,1558,port_congestion,high_demand,medium,2023-04-08 20:04:22,20.06
1461,1558,transport_delay,vehicle_breakdown,medium,2023-04-08 22:29:23,11.71
1462,1559,transport_delay,road_closure,high,2024-08-11 12:21:33,33.06
1463,1559,transport_delay,fuel_shortage,high,2024-08-12 01:11:49,32.19
1464,1559,port_congestion,labor_strike,high,2024-08-13 09:13:20,22.97
1465,1559,port_congestion,inspection_backlog,high,2024-08-14 06:06:57,24.99
1466,1559,transport_delay,fuel_shortage,high,2024-08-15 14:26:44,16.61
1467,1562,transport_delay,vehicle_breakdown,high,2023-08-08 19:12:34,36.69
1468,1563,transport_delay,fuel_shortage,medium,2023-04-02 02:01:31,13.46
1469,1565,transport_delay,border_delay,high,2024-02-07 17:04:18,35.75
1470,1565,weather_disruption,blizzard,high,2024-02-08 01:19:47,32.14
1471,1565,transport_delay,vehicle_breakdown,high,2024-02-09 12:24:22,62.7
1472,1565,transport_delay,fuel_shortage,high,2024-02-13 14:41:48,25.77
1473,1565,port_congestion,equipment_failure,high,2024-02-14 21:24:19,51.13
1474,1565,weather_disruption,blizzard,high,2024-02-18 02:54:51,45.6
1475,1566,transport_delay,vehicle_breakdown,high,2024-12-02 00:11:31,43.89
1476,1566,transport_delay,road_closure,high,2024-12-05 09:35:02,47.52
1477,1566,transport_delay,road_closure,high,2024-12-07 02:17:16,77.59
1478,1570,port_congestion,inspection_backlog,medium,2025-05-24 13:48:29,20.37
1479,1570,transport_delay,road_closure,medium,2025-05-24 13:51:01,5.52
1480,1570,supplier_failure,quality_issue,medium,2025-05-24 23:16:34,5.99
1481,1571,port_congestion,inspection_backlog,high,2025-08-10 07:47:23,38.43
1482,1571,transport_delay,border_delay,high,2025-08-10 22:27:58,56.08
1483,1571,transport_delay,road_closure,high,2025-08-12 02:17:34,77.22
1484,1572,weather_disruption,fog,medium,2024-06-05 07:22:06,7.66
1485,1572,supplier_failure,bankruptcy,medium,2024-06-06 02:01:03,12.35
1486,1575,weather_disruption,severe_storm,medium,2024-04-29 16:30:19,13.82
1487,1576,weather_disruption,fog,medium,2025-06-21 00:07:59,26.16
1488,1576,transport_delay,border_delay,medium,2025-06-21 05:31:05,9.54
1489,1576,weather_disruption,flooding,medium,2025-06-21 11:41:49,27.13
1490,1578,transport_delay,fuel_shortage,medium,2023-08-23 10:00:16,8.87
1491,1578,transport_delay,vehicle_breakdown,medium,2023-08-23 17:02:58,13.07
1492,1578,transport_delay,vehicle_breakdown,medium,2023-08-23 17:19:08,12.03
1493,1578,transport_delay,fuel_shortage,medium,2023-08-23 17:30:59,13.14
