shipment_id,supplier_id,port_id,ship_date,expected_delivery_date,actual_delivery_date,distance_km,transport_mode,traffic_level,weather_severity,port_congestion,supplier_risk,delayed,delay_hours
2672,49,20,2024-12-03,2024-12-18,2024-12-18,1016.37,air,2,1,0.5865,0.0836,0,2.11
2673,29,12,2023-05-29,2023-06-19,2023-06-19,1188.68,truck,1,1,0.308,0.223,0,0.75
2674,34,3,2025-10-30,2025-11-10,2025-11-10,396.17,truck,4,0,0.53,0.0399,0,1.71
2675,40,7,2024-12-17,2025-01-07,2025-01-08,796.76,truck,2,1,0.4118,0.1206,1,30.49
2676,2,15,2023-10-10,2023-10-26,2023-10-26,2512.26,truck,4,0,0.5668,0.3485,0,1.4
2677,8,2,2025-01-28,2025-02-22,2025-02-23,14756.31,air,1,0,0.5047,0.1094,1,15.46
2678,7,14,2025-10-05,2025-11-03,2025-11-07,3395.61,ship,3,0,0.2725,0.2727,1,87.42
2679,19,3,2025-03-07,2025-03-25,2025-03-27,1269.67,truck,3,1,0.8601,0.2562,1,49.73
2680,11,7,2023-11-23,2023-12-11,2023-12-11,1220.27,truck,1,1,0.1944,0.163,0,1.96
2681,19,20,2024-04-26,2024-05-17,2024-05-18,6011.12,air,5,0,0.5901,0.2562,1,17.22
2682,22,20,2023-10-07,2023-10-23,2023-10-24,3818.29,air,3,1,0.6055,0.1904,1,22.93
2683,9,14,2024-02-28,2024-03-19,2024-03-20,301.42,truck,5,0,0.3566,0.1382,1,24.1
2684,13,4,2024-03-23,2024-04-04,2024-04-04,331.45,truck,3,0,0.4624,0.1757,0,4.08
2685,29,6,2025-04-22,2025-05-14,2025-05-15,329.42,truck,2,1,0.6521,0.223,1,12.78
2686,17,14,2023-10-07,2023-11-17,2023-11-22,375.54,truck,5,1,0.3721,0.1135,1,112.36
2687,36,15,2024-03-29,2024-04-20,2024-04-23,536.38,truck,3,1,0.5368,0.0168,1,82.57
2688,18,1,2024-11-29,2024-12-10,2024-12-10,615.54,truck,2,0,0.7325,0.0465,0,3.25
2689,48,2,2025-05-01,2025-05-19,2025-05-20,574.2,truck,4,2,0.6385,0.5295,1,32.83
2690,44,8,2024-02-08,2024-02-21,2024-02-21,497.49,truck,4,0,0.3936,0.0719,0,3.34
2691,37,9,2023-10-19,2023-11-22,2023-11-22,2250.4,truck,1,0,0.3938,0.1502,0,5.18
2692,28,17,2025-02-27,2025-03-19,2025-03-21,2542.09,truck,3,0,0.173,0.183,1,38.32
2693,48,20,2025-07-04,2025-07-21,2025-07-21,748.65,truck,1,0,0.5442,0.5295,0,3.09
2694,15,17,2024-04-09,2024-05-10,2024-05-10,1219.66,truck,4,1,0.4278,0.1012,0,1.46
2695,10,9,2024-11-05,2024-12-03,2024-12-04,2546.13,ship,2,0,0.6493,0.335,1,34.57
2696,22,18,2025-06-23,2025-07-12,2025-07-17,1937.25,truck,2,1,0.6566,0.1904,1,109.04
2697,47,3,2025-11-15,2025-12-23,2025-12-23,3637.82,ship,5,1,0.4022,0.1768,0,2.2
2698,31,6,2024-11-05,2024-12-20,2024-12-21,9948.58,ship,5,0,0.4457,0.2757,1,35.82
2699,3,9,2024-12-03,2025-01-05,2025-01-11,4149.59,ship,4,0,0.4763,0.2878,1,138.81
2700,1,3,2023-04-04,2023-04-27,2023-04-27,5920.03,air,3,0,0.4677,0.2492,0,2.23
2701,35,20,2023-07-30,2023-08-29,2023-08-29,2824.32,ship,1,0,0.5593,0.4038,0,2.77
2702,22,1,2023-02-08,2023-02-28,2023-02-28,2681.48,truck,1,0,0.6164,0.1904,0,2.23
2703,4,3,2023-11-20,2023-12-21,2023-12-23,683.17,truck,2,2,0.4766,0.2301,1,59.76
2704,4,7,2023-12-22,2024-01-23,2024-01-24,347.46,truck,3,1,0.3848,0.2301,1,31.35
2705,6,3,2023-05-20,2023-06-15,2023-06-15,590.99,truck,3,0,0.7225,0.3463,0,2.04
2706,23,6,2023-04-23,2023-05-16,2023-05-20,308.53,truck,2,1,0.6183,0.2281,1,85.19
2707,26,19,2023-09-14,2023-10-09,2023-10-09,10517.3,air,2,0,0.4845,0.1577,0,3.12
2708,36,6,2025-07-02,2025-07-23,2025-07-23,426.73,truck,3,1,0.2389,0.0168,0,3.52
2709,7,5,2024-03-21,2024-04-13,2024-04-16,727.42,truck,5,1,0.4025,0.2727,1,75.05
2710,50,1,2024-12-22,2025-01-11,2025-01-11,354.07,truck,1,0,0.6966,0.1476,0,1.55
2711,36,5,2025-03-02,2025-03-24,2025-03-24,1432.35,truck,3,0,0.6838,0.0168,0,1.88
2712,45,11,2023-12-17,2024-01-02,2024-01-02,1187.22,truck,1,0,0.407,0.1051,0,2.05
2713,39,9,2025-09-17,2025-11-30,2025-12-03,20000.0,ship,2,1,0.7119,0.2906,1,66.92
2714,20,1,2024-12-14,2025-01-13,2025-01-13,423.22,truck,4,0,0.596,0.2853,0,2.04
2715,13,14,2024-07-29,2024-08-09,2024-08-09,1007.67,truck,3,2,0.5132,0.1757,0,2.81
2716,1,9,2025-07-23,2025-08-14,2025-08-19,742.6,truck,1,1,0.7328,0.2492,1,117.07
2717,7,8,2023-11-25,2024-01-01,2024-01-04,4996.03,ship,5,0,0.3311,0.2727,1,75.02
2718,42,2,2024-01-11,2024-01-23,2024-01-23,1528.07,truck,3,0,0.5796,0.2372,1,9.3
2719,3,13,2023-02-14,2023-03-13,2023-03-13,718.41,truck,2,1,0.3851,0.2878,0,1.45
2720,13,2,2025-03-14,2025-03-31,2025-04-01,492.52,truck,4,0,0.2494,0.1757,1,21.69
2721,21,6,2023-07-12,2023-08-11,2023-08-13,5953.37,ship,2,1,0.832,0.1211,1,59.77
2722,31,19,2023-09-04,2023-09-26,2023-09-26,1099.77,truck,5,0,0.3584,0.2757,0,1.8
2723,18,19,2023-03-17,2023-03-29,2023-03-31,1551.0,ship,5,1,0.3571,0.0465,1,50.94
2724,15,15,2024-07-30,2024-09-05,2024-09-07,3178.51,ship,4,1,0.3458,0.1012,1,48.7
2725,4,13,2023-08-23,2023-10-07,2023-10-08,4855.4,ship,3,0,0.356,0.2301,1,32.41
2726,26,13,2024-02-01,2024-02-23,2024-02-23,5571.72,air,2,1,0.4705,0.1577,0,2.61
2727,34,12,2025-01-11,2025-02-07,2025-02-08,7285.72,ship,5,0,0.5171,0.0399,1,22.57
2728,13,11,2024-07-07,2024-07-26,2024-07-26,5140.07,air,5,1,0.4166,0.1757,0,1.73
2729,19,5,2024-04-16,2024-05-10,2024-05-13,2667.93,ship,2,1,0.5205,0.2562,1,64.15
2730,43,20,2023-03-31,2023-05-25,2023-05-25,10888.96,ship,4,1,0.6172,0.1166,0,2.32
2731,9,10,2025-10-06,2025-11-15,2025-11-22,7577.5,ship,4,0,0.3836,0.1382,1,178.39
2732,46,19,2025-08-17,2025-09-08,2025-09-08,1767.43,truck,3,0,0.2253,0.0911,0,2.25
2733,9,15,2024-01-11,2024-02-01,2024-02-01,988.52,truck,5,0,0.4278,0.1382,0,2.37
2734,50,9,2025-06-30,2025-08-23,2025-08-26,12425.01,ship,4,1,0.8088,0.1476,1,60.65
2735,15,13,2024-07-26,2024-08-30,2024-08-30,2916.0,ship,4,0,0.502,0.1012,0,1.71
2736,30,5,2024-06-14,2024-07-05,2024-07-08,1572.31,truck,5,1,0.5702,0.3611,1,77.15
2737,38,18,2025-03-08,2025-03-23,2025-03-23,653.91,truck,3,0,0.5995,0.1178,0,1.64
2738,6,15,2023-07-26,2023-08-25,2023-08-26,1973.4,ship,1,1,0.5644,0.3463,1,35.39
2739,37,9,2025-06-21,2025-08-07,2025-08-07,5959.09,ship,3,1,0.6052,0.1502,1,8.62
2740,12,18,2023-02-24,2023-04-16,2023-04-16,7095.07,ship,1,0,0.6325,0.2771,0,3.65
2741,29,12,2024-12-07,2024-12-29,2024-12-29,1798.09,truck,4,0,0.3548,0.223,0,4.34
2742,20,3,2024-10-29,2024-12-06,2024-12-06,2666.65,ship,5,1,0.5521,0.2853,0,1.8
2743,13,3,2024-06-03,2024-06-21,2024-06-21,4686.59,air,4,0,0.3854,0.1757,0,2.12
2744,37,1,2024-07-08,2024-08-06,2024-08-09,419.64,truck,2,2,0.7124,0.1502,1,73.4
2745,36,6,2025-11-20,2025-12-31,2026-01-04,7976.13,ship,5,0,0.4349,0.0168,1,91.03
2746,7,2,2023-05-31,2023-06-20,2023-06-20,1347.71,air,1,1,0.0519,0.2727,0,1.56
2747,5,10,2023-08-19,2023-09-16,2023-09-17,948.4,truck,3,1,0.674,0.2606,1,27.68
2748,21,13,2023-10-19,2023-11-09,2023-11-09,20000.0,air,2,1,0.4811,0.1211,0,2.51
2749,12,12,2023-01-15,2023-02-16,2023-02-16,572.62,truck,1,0,0.429,0.2771,0,2.84
2750,16,11,2024-03-30,2024-04-29,2024-05-03,1069.88,truck,4,1,0.586,0.3266,1,88.91
2751,10,10,2024-07-04,2024-07-27,2024-07-30,344.11,truck,3,1,0.2755,0.335,1,75.33
2752,48,20,2025-03-19,2025-04-05,2025-04-11,469.86,truck,1,1,0.4877,0.5295,1,145.69
2753,2,7,2025-01-03,2025-01-12,2025-01-12,1207.37,air,4,1,0.133,0.3485,0,2.1
2754,33,19,2023-02-21,2023-03-13,2023-03-13,3076.54,truck,2,1,0.297,0.1674,0,1.99
2755,39,5,2025-04-04,2025-06-08,2025-06-09,16146.9,ship,5,0,0.5548,0.2906,1,27.79
2756,15,9,2024-08-12,2024-09-23,2024-09-24,4630.33,ship,3,0,0.7735,0.1012,1,12.94
2757,17,10,2023-05-19,2023-06-27,2023-06-27,332.22,truck,3,1,0.6783,0.1135,0,2.34
2758,14,2,2024-03-17,2024-04-14,2024-04-14,9551.69,air,4,1,0.7053,0.2082,0,3.4
2759,29,13,2025-11-15,2025-12-30,2025-12-30,8398.11,ship,2,1,0.637,0.223,0,1.81
2760,48,7,2025-10-17,2025-11-07,2025-11-07,11693.95,air,5,1,0.0977,0.5295,0,3.7
2761,45,19,2024-04-26,2024-05-12,2024-05-12,698.87,truck,1,0,0.252,0.1051,0,1.95
2762,33,15,2023-09-20,2023-10-02,2023-10-02,614.68,truck,2,0,0.604,0.1674,0,1.53
2763,11,6,2023-12-29,2024-01-15,2024-01-16,439.03,truck,3,0,0.5646,0.163,1,30.83
2764,31,5,2024-11-07,2024-11-24,2024-11-24,487.48,truck,4,0,0.3999,0.2757,0,2.3
2765,22,20,2025-02-26,2025-03-17,2025-03-25,2890.54,truck,4,1,0.431,0.1904,1,189.94
2766,7,1,2023-05-11,2023-06-05,2023-06-09,1834.03,truck,4,1,0.7638,0.2727,1,106.15
2767,19,19,2023-12-11,2024-01-06,2024-01-09,2931.89,ship,4,1,0.1843,0.2562,1,77.03
2768,13,4,2025-06-03,2025-06-17,2025-06-17,3306.24,air,5,2,0.4674,0.1757,0,2.05
2769,26,5,2024-04-10,2024-05-13,2024-05-13,5374.25,ship,2,0,0.4243,0.1577,0,2.45
2770,4,15,2023-04-20,2023-06-30,2023-06-30,13939.0,ship,2,1,0.7975,0.2301,0,2.63
2771,34,4,2025-01-19,2025-02-06,2025-02-07,3402.9,ship,3,0,0.5286,0.0399,1,20.55
2772,11,14,2025-07-21,2025-08-12,2025-08-14,17413.1,air,2,2,0.3033,0.163,1,50.75
2773,43,1,2023-05-18,2023-07-03,2023-07-03,6986.51,ship,4,0,0.7424,0.1166,0,1.23
2774,3,10,2023-10-20,2023-11-17,2023-11-21,1433.36,truck,5,1,0.7001,0.2878,1,101.74
2775,39,14,2025-01-05,2025-01-24,2025-01-25,922.73,truck,2,0,0.4683,0.2906,1,19.05
2776,50,9,2024-04-19,2024-05-12,2024-05-13,1509.03,truck,5,1,0.9411,0.1476,1,31.05
2777,23,9,2024-03-24,2024-04-16,2024-04-16,455.45,truck,4,0,0.5199,0.2281,0,1.83
2778,3,6,2023-07-03,2023-07-28,2023-07-28,1167.29,truck,4,1,0.5445,0.2878,0,1.2
2779,30,5,2025-04-01,2025-04-19,2025-04-19,1852.37,air,2,1,0.6396,0.3611,0,1.77
2780,20,8,2024-01-04,2024-02-07,2024-02-07,1873.13,truck,1,0,0.4315,0.2853,0,3.25
2781,46,20,2023-04-15,2023-05-06,2023-05-07,5079.31,air,5,1,0.713,0.0911,1,32.72
2782,21,8,2023-12-20,2024-01-05,2024-01-05,3738.19,air,1,0,0.2803,0.1211,0,2.06
2783,11,14,2023-07-25,2023-08-31,2023-08-31,8657.05,ship,4,2,0.2946,0.163,0,2.92
2784,29,3,2024-05-20,2024-06-18,2024-06-28,2977.38,truck,5,1,0.3652,0.223,1,228.83
2785,7,1,2025-10-11,2025-11-01,2025-11-09,672.78,truck,2,1,0.7967,0.2727,1,190.02
2786,4,8,2023-11-11,2023-12-15,2023-12-16,1078.16,truck,2,0,0.4874,0.2301,1,30.45
2787,6,15,2024-06-17,2024-07-13,2024-07-15,641.16,truck,1,2,0.5477,0.3463,1,44.05
2788,20,7,2023-05-28,2023-06-28,2023-06-28,673.2,truck,4,0,0.4189,0.2853,0,1.59
2789,41,12,2025-01-22,2025-02-08,2025-02-09,6504.97,air,3,0,0.2876,0.5395,1,35.87
2790,28,14,2024-04-30,2024-05-19,2024-05-19,6372.71,air,1,1,0.4528,0.183,0,3.95
2791,30,9,2024-08-25,2024-09-16,2024-09-18,1121.42,truck,2,0,0.9138,0.3611,1,37.3
2792,15,5,2023-02-01,2023-03-28,2023-03-29,9738.91,ship,2,0,0.5543,0.1012,1,13.47
2793,8,3,2025-04-02,2025-05-07,2025-05-09,4833.75,ship,3,0,0.5657,0.1094,1,59.99
2794,48,10,2023-01-14,2023-02-09,2023-02-12,3534.46,ship,5,0,0.3653,0.5295,1,69.37
2795,9,15,2024-08-01,2024-08-24,2024-08-24,1637.23,truck,4,1,0.3769,0.1382,0,2.97
2796,29,16,2025-01-12,2025-02-06,2025-02-06,4524.9,air,1,0,0.7857,0.223,0,2.0
2797,23,13,2024-02-28,2024-03-26,2024-03-26,10015.8,air,3,0,0.4835,0.2281,0,3.96
2798,13,2,2024-10-09,2024-10-24,2024-10-26,534.17,truck,1,0,0.4514,0.1757,1,48.58
2799,26,17,2025-10-07,2025-10-31,2025-11-01,835.49,truck,1,0,0.4116,0.1577,1,26.53
2800,19,6,2024-01-13,2024-02-03,2024-02-03,970.96,truck,5,0,0.5838,0.2562,0,2.1
2801,46,1,2023-04-16,2023-05-10,2023-05-10,4341.96,air,5,1,0.6463,0.0911,0,2.65
2802,50,15,2024-05-10,2024-06-02,2024-06-08,1994.58,ship,1,2,0.4799,0.1476,1,154.05
2803,24,15,2024-09-26,2024-10-19,2024-10-24,2414.96,truck,2,0,0.4981,0.0437,1,113.96
2804,39,13,2024-08-11,2024-09-03,2024-09-04,1547.22,truck,5,0,0.5511,0.2906,1,31.9
2805,10,15,2024-10-22,2024-11-20,2024-11-20,12872.11,air,2,0,0.5494,0.335,0,2.59
2806,13,1,2023-08-14,2023-08-30,2023-09-02,852.56,truck,4,0,0.9744,0.1757,1,68.08
2807,48,18,2025-01-04,2025-01-26,2025-01-28,1588.16,ship,4,0,0.6455,0.5295,1,53.73
2808,37,8,2025-06-18,2025-08-14,2025-08-15,10087.13,ship,5,1,0.391,0.1502,1,32.05
2809,32,14,2024-01-23,2024-02-24,2024-02-24,2692.41,ship,2,0,0.349,0.299,0,0.67
2810,26,10,2024-10-10,2024-11-01,2024-11-01,1161.58,truck,2,0,0.5329,0.1577,0,1.91
2811,50,8,2025-03-20,2025-05-17,2025-05-17,13924.02,ship,1,1,0.244,0.1476,0,3.27
2812,11,8,2024-07-22,2024-08-08,2024-08-08,4317.73,air,2,1,0.4279,0.163,0,1.61
2813,2,5,2025-10-30,2025-11-16,2025-11-18,13306.08,air,5,0,0.6267,0.3485,1,47.57
2814,6,13,2024-04-19,2024-05-17,2024-05-29,10061.51,air,4,1,0.5456,0.3463,1,280.56
2815,29,7,2023-11-09,2023-12-12,2023-12-14,3901.78,ship,3,1,0.4925,0.223,1,45.74
2816,23,8,2023-03-01,2023-03-25,2023-03-25,1682.38,air,2,0,0.2783,0.2281,0,3.19
2817,3,12,2023-10-06,2023-10-30,2023-10-30,319.66,truck,3,0,0.5066,0.2878,0,4.23
2818,44,3,2025-07-07,2025-07-19,2025-07-22,1039.04,truck,3,0,0.6731,0.0719,1,77.18
2819,4,8,2024-10-31,2024-12-09,2024-12-09,3164.0,ship,1,0,0.3822,0.2301,0,1.68
2820,5,1,2024-01-29,2024-03-03,2024-03-03,3360.13,ship,1,0,0.7818,0.2606,0,1.31
2821,16,14,2025-10-11,2025-11-19,2025-11-21,4279.87,ship,5,1,0.4452,0.3266,1,44.31
2822,10,15,2025-02-17,2025-03-16,2025-03-19,1875.02,truck,5,0,0.4896,0.335,1,78.4
2823,36,19,2024-01-08,2024-02-16,2024-02-21,6992.36,ship,5,1,0.5072,0.0168,1,113.1
2824,18,1,2025-04-05,2025-04-18,2025-04-20,749.41,truck,4,1,0.4384,0.0465,1,56.75
2825,33,8,2025-11-04,2025-11-22,2025-11-22,1926.55,ship,5,0,0.4821,0.1674,0,4.51
2826,18,17,2023-08-27,2023-09-06,2023-09-09,597.16,truck,2,1,0.297,0.0465,1,75.61
2827,43,15,2025-01-19,2025-03-20,2025-03-27,12133.37,ship,1,0,0.554,0.1166,1,169.28
2828,48,6,2024-11-04,2024-12-27,2025-01-03,12210.12,ship,3,0,0.485,0.5295,1,171.64
2829,25,5,2025-09-04,2025-09-29,2025-09-29,2123.89,truck,5,1,0.5202,0.3294,0,2.03
2830,9,18,2023-05-07,2023-06-09,2023-06-09,5209.38,ship,5,0,0.6856,0.1382,0,4.48
2831,46,8,2025-08-18,2025-10-21,2025-10-21,16398.71,ship,3,1,0.5102,0.0911,0,2.32
2832,14,8,2023-09-04,2023-10-01,2023-10-03,407.78,truck,4,1,0.4731,0.2082,1,59.47
2833,10,4,2024-07-04,2024-08-29,2024-09-01,12725.54,ship,3,1,0.5551,0.335,1,69.64
2834,43,11,2024-09-26,2024-11-04,2024-11-04,5256.05,ship,4,1,0.2918,0.1166,0,3.27
2835,10,14,2023-08-29,2023-10-03,2023-10-03,4841.76,ship,1,1,0.4339,0.335,1,5.86
2836,36,5,2025-02-20,2025-03-17,2025-03-17,1597.29,ship,3,0,0.5861,0.0168,0,2.97
2837,2,17,2024-02-01,2024-04-07,2024-04-11,20000.0,ship,4,0,0.0567,0.3485,1,89.63
2838,12,13,2023-08-20,2023-10-09,2023-10-10,6289.12,ship,5,1,0.3295,0.2771,1,23.5
2839,16,6,2024-08-31,2024-09-28,2024-09-29,1967.2,truck,1,1,0.685,0.3266,1,17.34
2840,4,16,2023-07-31,2023-09-19,2023-09-19,6102.48,ship,1,2,0.3961,0.2301,0,1.94
2841,18,12,2025-05-09,2025-06-13,2025-06-13,8647.42,ship,4,1,0.2754,0.0465,0,1.76
2842,15,7,2025-07-08,2025-08-09,2025-08-09,976.09,truck,1,1,0.269,0.1012,0,3.9
2843,18,19,2023-02-04,2023-02-15,2023-02-17,7457.81,air,4,1,0.2216,0.0465,1,51.65
2844,14,19,2025-01-05,2025-02-01,2025-02-04,996.47,truck,2,2,0.3104,0.2082,1,71.97
2845,30,8,2024-04-28,2024-05-21,2024-05-21,2298.96,truck,5,1,0.5345,0.3611,0,1.67
2846,24,2,2024-03-09,2024-03-30,2024-03-30,744.44,truck,2,1,0.2415,0.0437,0,1.98
2847,19,11,2023-02-23,2023-03-18,2023-03-18,11669.97,air,3,0,0.3202,0.2562,0,2.82
2848,49,4,2024-11-02,2024-12-04,2024-12-06,5662.15,ship,1,0,0.6819,0.0836,1,43.41
2849,24,18,2025-10-22,2025-11-14,2025-11-14,6770.14,air,2,0,0.6696,0.0437,0,2.42
2850,27,8,2025-09-24,2025-10-16,2025-10-16,5717.83,air,3,0,0.3473,0.1179,0,1.45
2851,45,4,2023-10-03,2023-10-16,2023-10-19,476.32,truck,3,0,0.5709,0.1051,1,78.31
2852,42,7,2025-10-16,2025-12-24,2025-12-24,20000.0,ship,4,1,0.0942,0.2372,0,2.36
2853,20,18,2023-04-12,2023-05-17,2023-05-17,3171.39,ship,3,1,0.5502,0.2853,1,10.19
2854,9,16,2023-07-03,2023-07-23,2023-07-25,1051.11,truck,4,1,0.6399,0.1382,1,56.77
2855,27,2,2023-03-24,2023-04-18,2023-04-18,9847.37,air,1,1,0.5178,0.1179,0,1.64
2856,23,3,2023-12-31,2024-01-30,2024-01-30,3658.11,truck,4,2,0.5087,0.2281,0,2.65
2857,11,7,2024-04-14,2024-04-29,2024-04-29,872.73,truck,2,0,0.3308,0.163,0,2.67
2858,9,12,2024-05-27,2024-06-13,2024-06-13,315.64,truck,1,1,0.2746,0.1382,0,2.51
2859,10,2,2024-02-22,2024-03-21,2024-03-22,3212.74,ship,4,2,0.43,0.335,1,22.48
2860,27,5,2025-07-17,2025-08-30,2025-08-30,8510.39,ship,1,2,0.5696,0.1179,0,1.96
2861,36,5,2025-06-09,2025-07-03,2025-07-06,1710.36,ship,5,1,0.5197,0.0168,1,78.99
2862,32,11,2023-08-23,2023-09-20,2023-09-22,538.05,truck,3,2,0.5949,0.299,1,45.5
2863,22,7,2024-01-13,2024-01-27,2024-01-28,593.68,truck,4,2,0.3368,0.1904,1,12.6
2864,2,8,2024-04-25,2024-05-07,2024-05-07,602.79,truck,1,1,0.4809,0.3485,0,2.65
2865,39,17,2024-02-06,2024-03-30,2024-03-30,12643.52,ship,4,0,0.0887,0.2906,0,1.67
2866,43,11,2023-03-13,2023-04-09,2023-04-12,1502.99,truck,2,1,0.4311,0.1166,1,79.8
2867,1,10,2025-09-08,2025-10-03,2025-10-04,2011.41,truck,1,1,0.6213,0.2492,1,31.73
2868,26,4,2023-12-20,2024-01-08,2024-01-11,655.84,truck,5,0,0.4726,0.1577,1,80.56
2869,14,7,2023-02-02,2023-02-28,2023-03-04,1220.98,truck,2,1,0.4443,0.2082,1,86.39
2870,40,13,2025-03-30,2025-04-21,2025-04-21,774.79,truck,4,0,0.4722,0.1206,0,2.24
2871,28,15,2024-05-21,2024-06-08,2024-06-14,5973.73,air,3,1,0.5994,0.183,1,133.54
2872,14,16,2025-07-29,2025-08-25,2025-08-25,2892.59,air,3,2,0.5194,0.2082,0,3.71
2873,39,11,2023-01-22,2023-02-11,2023-02-11,750.47,truck,3,0,0.3606,0.2906,0,1.72
2874,4,7,2023-09-02,2023-10-05,2023-10-05,673.91,truck,5,0,0.0682,0.2301,0,1.61
2875,4,2,2023-09-12,2023-10-22,2023-10-22,17435.12,air,1,1,0.3516,0.2301,0,1.12
2876,7,16,2024-04-19,2024-05-12,2024-05-12,1508.06,truck,4,1,0.6269,0.2727,0,1.61
2877,49,19,2023-11-13,2023-11-30,2023-12-03,1259.84,truck,4,1,0.2764,0.0836,1,83.45
2878,9,6,2024-06-29,2024-07-18,2024-07-18,1913.9,truck,1,2,0.5365,0.1382,0,2.1
2879,9,3,2025-02-07,2025-02-26,2025-02-27,617.82,truck,3,1,0.5559,0.1382,1,33.23
2880,43,15,2023-01-22,2023-02-16,2023-02-16,567.69,truck,5,0,0.5036,0.1166,0,1.2
2881,37,7,2024-09-29,2024-10-28,2024-10-28,349.06,truck,2,0,0.2772,0.1502,0,1.9
2882,6,13,2024-11-09,2024-12-20,2024-12-22,6144.14,ship,3,1,0.3633,0.3463,1,44.66
2883,34,9,2023-08-30,2023-10-07,2023-10-11,10227.99,ship,5,1,0.7388,0.0399,1,85.4
2884,23,10,2023-09-12,2023-10-04,2023-10-04,700.8,truck,2,0,0.6572,0.2281,0,1.4
2885,29,16,2023-12-30,2024-01-21,2024-01-22,3159.37,air,3,0,0.5372,0.223,1,34.9
2886,21,5,2024-09-06,2024-09-23,2024-09-24,1710.44,ship,3,0,0.5138,0.1211,1,14.23
2887,11,16,2024-10-19,2024-11-05,2024-11-05,2677.38,truck,4,1,0.5656,0.163,0,2.77
2888,47,7,2025-01-30,2025-02-24,2025-02-26,553.6,truck,1,2,0.0729,0.1768,1,53.5
2889,15,11,2023-11-14,2023-12-15,2023-12-20,753.9,truck,4,0,0.5527,0.1012,1,129.05
2890,19,1,2024-07-26,2024-08-11,2024-08-11,416.43,truck,5,1,0.4746,0.2562,0,2.75
2891,42,6,2024-11-23,2024-12-08,2024-12-08,1452.45,truck,2,0,0.2842,0.2372,0,2.13
2892,6,12,2023-06-19,2023-08-04,2023-08-04,7495.99,ship,1,1,0.3162,0.3463,1,9.46
2893,40,2,2025-10-17,2025-11-07,2025-11-10,976.39,truck,5,1,0.3741,0.1206,1,69.24
2894,40,7,2023-02-14,2023-03-19,2023-03-19,4834.44,ship,1,2,0.2878,0.1206,0,1.41
2895,36,10,2024-04-26,2024-05-31,2024-05-31,6622.92,truck,5,0,0.4682,0.0168,0,3.15
2896,10,4,2024-01-21,2024-02-21,2024-02-21,2918.97,ship,4,0,0.448,0.335,0,6.5
2897,16,2,2024-11-24,2024-12-19,2024-12-21,449.24,truck,3,0,0.4669,0.3266,1,51.92
2898,13,3,2023-08-14,2023-08-28,2023-08-30,411.84,truck,1,0,0.7756,0.1757,1,58.62
2899,4,12,2024-07-25,2024-09-11,2024-09-14,6536.4,ship,4,1,0.433,0.2301,1,67.01
2900,34,17,2023-08-08,2023-08-22,2023-08-23,2201.9,truck,3,0,0.051,0.0399,1,13.84
2901,31,3,2024-05-30,2024-06-18,2024-06-18,498.09,truck,1,0,0.3982,0.2757,0,3.75
2902,6,19,2025-07-09,2025-08-05,2025-08-06,552.26,truck,1,0,0.3192,0.3463,1,16.25
2903,30,15,2023-04-13,2023-05-04,2023-05-08,7738.58,air,3,1,0.6325,0.3611,1,88.69
2904,8,12,2024-09-25,2024-10-25,2024-10-25,3014.27,ship,2,0,0.3928,0.1094,0,1.81
2905,19,9,2023-06-21,2023-07-26,2023-07-29,6663.24,ship,1,1,0.8063,0.2562,1,78.78
2906,41,10,2024-04-17,2024-05-08,2024-05-11,1313.81,truck,3,1,0.488,0.5395,1,82.91
2907,17,19,2025-10-22,2025-12-01,2025-12-03,371.07,truck,2,1,0.3879,0.1135,1,44.4
2908,19,20,2024-10-09,2024-10-26,2024-10-28,949.09,truck,5,1,0.5312,0.2562,1,45.57
2909,21,5,2025-09-28,2025-10-28,2025-10-28,7119.72,ship,2,0,0.4571,0.1211,0,3.75
2910,3,7,2024-02-08,2024-03-04,2024-03-04,890.67,truck,2,2,0.0624,0.2878,0,1.81
2911,29,7,2023-03-25,2023-04-19,2023-04-20,1965.02,ship,3,1,0.1802,0.223,1,28.4
2912,48,20,2024-03-04,2024-05-03,2024-05-04,15130.87,ship,2,0,0.6393,0.5295,1,30.67
2913,21,8,2024-12-25,2025-01-10,2025-01-11,11580.77,air,3,0,0.3229,0.1211,1,22.44
2914,46,17,2023-07-04,2023-07-24,2023-07-28,366.18,truck,5,1,0.3175,0.0911,1,94.47
2915,39,6,2025-01-11,2025-02-01,2025-02-01,956.43,truck,1,0,0.5151,0.2906,0,2.72
2916,34,3,2024-10-25,2024-11-02,2024-11-04,451.83,truck,5,0,0.6656,0.0399,1,54.33
2917,3,7,2024-12-30,2025-01-27,2025-01-27,8215.75,air,2,1,0.2605,0.2878,0,2.31
2918,29,14,2023-12-14,2024-01-28,2024-02-01,7846.58,ship,5,1,0.4517,0.223,1,85.56
2919,46,8,2025-04-02,2025-04-20,2025-04-20,2660.21,air,1,1,0.3331,0.0911,0,2.55
2920,3,20,2023-05-15,2023-06-10,2023-06-10,691.48,truck,2,0,0.593,0.2878,0,2.55
2921,26,4,2025-02-27,2025-05-08,2025-05-08,17533.35,ship,2,0,0.4782,0.1577,0,2.7
2922,17,6,2023-07-24,2023-09-05,2023-09-05,791.62,truck,4,1,0.571,0.1135,0,2.2
