shipment_id,weather_severity,traffic_level,supplier_risk,congestion_level,risk_score,delayed,delay_hours
1370,1,5,0.3463,0.6175,0.5083,1,196.94
1371,0,5,0.0437,0.483,0.2839,1,43.24
1372,0,1,0.3611,0.3694,0.2307,1,68.63
1373,1,4,0.2878,0.4967,0.4305,1,154.42
1374,0,4,0.2281,0.2701,0.256,0,1.26
1375,0,4,0.2727,0.2528,0.265,0,1.9
1376,1,2,0.0465,0.6673,0.3408,0,2.09
1377,1,4,0.0399,0.3214,0.3123,1,80.18
1378,1,1,0.2771,0.6023,0.3637,1,66.19
1379,2,5,0.2492,0.4403,0.5348,1,108.08
1380,2,4,0.2082,0.7226,0.5631,1,42.28
1381,1,5,0.335,0.4061,0.452,1,98.17
1382,0,4,0.3266,0.3465,0.3046,0,1.86
1383,0,1,0.3463,0.686,0.3054,0,4.44
1384,0,4,0.1179,0.3167,0.2345,0,2.57
1385,0,2,0.163,0.57,0.2514,1,24.22
1386,0,3,0.1904,0.5287,0.2793,0,2.32
1387,1,5,0.2906,0.444,0.4482,1,106.19
1388,1,5,0.1577,0.5534,0.4357,1,131.25
1389,1,2,0.1135,0.3108,0.2718,0,9.21
1390,0,1,0.2562,0.8692,0.3242,0,1.8
1391,1,4,0.0168,0.506,0.3515,0,1.12
1392,1,5,0.1768,0.7157,0.482,0,4.92
1393,2,1,0.183,0.2126,0.338,1,109.11
1394,2,3,0.2878,0.2724,0.4444,1,20.9
1395,1,2,0.163,0.4052,0.3102,1,22.88
1396,0,5,0.2301,0.444,0.33,1,50.85
1397,1,4,0.3266,0.4243,0.4241,1,48.61
1398,1,5,0.3294,0.2684,0.4159,1,102.75
1399,0,5,0.1179,0.5119,0.3133,1,65.18
1400,2,1,0.1135,0.5429,0.3998,1,135.87
1401,0,2,0.1166,0.5565,0.2341,1,71.98
1402,1,4,0.2906,0.4946,0.4308,1,52.5
1403,0,5,0.2878,0.4379,0.3458,0,2.52
1404,1,4,0.1904,0.342,0.3626,1,45.19
1405,0,1,0.2771,0.3595,0.203,0,1.51
1406,1,2,0.0465,0.6164,0.328,1,23.76
1407,1,4,0.2727,0.3459,0.3883,1,42.25
1408,2,2,0.0719,0.7362,0.4656,1,9.49
1409,1,1,0.1476,0.4454,0.2856,1,36.7
1410,1,3,0.1179,0.6454,0.3867,0,1.45
1411,0,1,0.2727,0.6888,0.284,0,2.56
1412,1,4,0.5295,0.5123,0.5069,1,32.89
1413,0,3,0.2771,0.7233,0.354,1,51.37
1414,1,1,0.2606,0.4168,0.3124,0,2.68
1415,0,5,0.0836,0.721,0.3553,0,1.78
1416,0,5,0.0465,0.7598,0.3539,0,2.28
1417,0,1,0.2727,0.6724,0.2799,0,2.12
1418,0,3,0.1757,0.6505,0.3053,1,70.16
1419,1,4,0.1382,0.678,0.431,1,27.22
1420,0,2,0.3294,0.2158,0.2128,0,2.14
1421,1,3,0.3463,0.3298,0.3763,1,115.29
1422,1,5,0.2727,0.3075,0.4087,1,84.7
1423,1,2,0.2878,0.3098,0.3238,1,8.25
1424,1,5,0.5295,0.0815,0.4292,0,1.97
1425,1,4,0.1904,0.5206,0.4073,0,3.02
1426,0,1,0.223,0.6993,0.2717,1,32.38
1427,1,4,0.1502,0.4279,0.372,0,1.71
1428,1,3,0.2492,0.5378,0.3992,1,35.31
1429,1,4,0.2372,0.638,0.4507,0,2.4
1430,1,4,0.2771,0.6467,0.4648,1,37.86
1431,0,3,0.1476,0.4033,0.2351,0,1.87
1432,0,2,0.163,0.3585,0.1985,1,14.59
1433,0,3,0.1051,0.7015,0.2969,0,2.56
1434,0,4,0.3485,0.5844,0.3706,0,1.55
1435,1,3,0.0719,0.4243,0.3176,0,3.28
1436,0,2,0.0399,0.657,0.2362,0,2.6
1437,1,4,0.5395,0.7159,0.5608,1,137.21
1438,0,2,0.3485,0.3146,0.2432,0,1.91
1439,1,4,0.2606,0.4952,0.422,1,166.9
1440,1,4,0.183,0.8868,0.4966,1,61.59
1441,0,1,0.163,0.2657,0.1453,0,1.72
1442,0,2,0.1211,0.597,0.2456,0,3.96
1443,1,5,0.1178,0.4808,0.4055,1,35.94
1444,0,4,0.2301,0.2867,0.2607,1,12.52
1445,1,2,0.0465,0.7715,0.3668,1,95.47
1446,1,2,0.1502,0.2764,0.2742,0,5.49
1447,0,4,0.1166,0.2657,0.2214,1,29.01
1448,0,2,0.335,0.2736,0.2289,0,2.36
1449,1,1,0.0399,0.5292,0.2743,0,1.86
1450,0,1,0.2372,0.367,0.1929,1,49.94
1451,2,3,0.2606,0.4403,0.4783,1,40.55
1452,0,5,0.2492,0.6794,0.3946,1,26.1
1453,1,1,0.2906,0.5109,0.3449,1,37.93
1454,0,5,0.2372,0.4718,0.3391,0,1.88
1455,1,1,0.1211,0.0767,0.1855,0,1.3
1456,1,4,0.2606,0.4693,0.4155,0,1.57
1457,0,5,0.1179,0.5997,0.3353,1,19.55
1458,1,3,0.1051,0.3836,0.3174,0,0.92
1459,0,4,0.1382,0.3427,0.2471,1,42.13
1460,1,3,0.1012,0.5502,0.3579,1,52.4
1461,1,4,0.0437,0.4764,0.3522,1,133.08
1462,0,3,0.1166,0.3045,0.2011,0,2.99
1463,0,4,0.3266,0.597,0.3672,1,63.0
1464,0,5,0.2082,0.4064,0.3141,0,2.16
1465,1,1,0.1382,0.5039,0.2974,0,3.07
1466,1,2,0.1768,0.2513,0.2759,1,36.85
1467,0,3,0.1179,0.4762,0.2444,1,30.2
1468,0,3,0.0437,0.5917,0.251,0,1.62
1469,0,3,0.2492,0.5687,0.3069,0,2.19
1470,1,3,0.1012,0.6922,0.3934,1,66.67
1471,1,4,0.2878,0.8529,0.5196,1,171.28
1472,0,4,0.2301,0.4725,0.3072,1,15.27
1473,0,4,0.0465,0.5928,0.2822,1,151.96
1474,0,2,0.1211,0.1334,0.1297,0,3.62
1475,1,2,0.3463,0.417,0.3681,0,4.27
1476,0,5,0.3266,0.234,0.3065,0,2.86
1477,1,1,0.1768,0.8292,0.3903,0,2.0
1478,0,2,0.0465,0.1911,0.1217,0,1.8
1479,2,2,0.2082,0.4002,0.4225,1,19.51
1480,2,4,0.1476,0.6104,0.5169,0,2.58
1481,0,1,0.0836,0.4565,0.1692,0,1.48
1482,0,3,0.1094,0.5801,0.2678,1,97.82
1483,1,4,0.1674,0.1323,0.3033,1,29.8
1484,0,3,0.2562,0.4243,0.2729,1,139.34
1485,0,1,0.1768,0.6535,0.2464,1,12.88
1486,2,4,0.2727,0.3926,0.5,0,2.12
1487,1,1,0.3611,0.4319,0.3463,1,36.53
1488,0,5,0.1166,0.657,0.3492,0,1.69
1489,0,3,0.0911,0.5772,0.2616,0,1.68
1490,0,3,0.1757,0.5169,0.2719,0,1.32
1491,1,5,0.1211,0.6454,0.4477,1,189.63
1492,0,2,0.1166,0.4913,0.2178,0,1.3
1493,2,1,0.1012,0.5664,0.402,0,2.22
1494,0,2,0.1382,0.3428,0.1872,1,55.09
1495,1,3,0.0168,0.4505,0.3077,0,2.18
1496,2,1,0.1178,0.4215,0.3707,0,2.69
1497,0,3,0.2301,0.5962,0.3081,1,18.47
1498,1,1,0.0168,0.6769,0.3043,0,1.97
1499,1,4,0.0836,0.638,0.4046,1,164.03
1500,1,5,0.1012,0.321,0.3606,1,93.18
1501,0,3,0.2906,0.3167,0.2564,0,1.19
1502,0,2,0.2906,0.4369,0.2564,0,2.45
1503,0,5,0.0719,0.1461,0.2081,0,2.36
1504,2,4,0.0911,0.1477,0.3843,0,1.43
1505,1,2,0.0465,0.4846,0.2951,0,2.87
1506,1,3,0.2878,0.368,0.3683,1,25.73
1507,1,5,0.1012,0.3947,0.379,0,3.89
1508,1,4,0.2301,0.5208,0.4192,0,2.08
1509,2,4,0.0911,0.5407,0.4825,1,26.72
1510,2,2,0.223,0.2524,0.39,1,50.92
1511,1,4,0.1674,0.8705,0.4878,0,2.3
1512,2,5,0.2301,0.3581,0.5086,1,106.42
1513,0,1,0.2878,0.5169,0.2456,0,1.72
1514,1,2,0.2727,0.5882,0.3889,0,2.72
1515,2,1,0.1211,0.3556,0.3552,0,3.98
1516,1,2,0.1904,0.6273,0.3739,0,2.1
1517,1,1,0.3463,0.5914,0.3817,1,51.55
1518,0,4,0.0437,0.5081,0.2601,0,2.41
1519,1,4,0.1476,0.3651,0.3556,1,112.89
1520,1,2,0.2372,0.3696,0.3236,1,15.18
1521,1,5,0.1051,0.5184,0.4111,1,154.67
1522,1,4,0.2606,0.5576,0.4376,1,35.48
1523,1,2,0.2281,0.43,0.3359,1,78.37
1524,0,4,0.3611,0.9099,0.4558,1,65.0
1525,2,3,0.1904,0.5158,0.4761,1,70.46
1526,2,4,0.3463,0.9101,0.6514,1,133.63
1527,0,4,0.2853,0.3955,0.3045,0,2.98
1528,0,3,0.2082,0.4066,0.2541,1,33.42
1529,1,4,0.2562,0.8017,0.4973,0,2.47
1530,1,4,0.2906,0.5706,0.4498,1,19.34
1531,1,1,0.1135,0.4733,0.2824,0,2.15
1532,1,3,0.0168,0.7277,0.377,0,2.88
1533,1,2,0.1166,0.3147,0.2737,1,102.21
1534,0,3,0.0465,0.5671,0.2457,1,46.64
1535,0,1,0.1476,0.2565,0.1384,0,3.73
1536,0,1,0.5295,0.4243,0.2949,1,87.91
1537,0,5,0.3485,0.6883,0.4266,1,55.36
1538,0,1,0.2562,0.5528,0.2451,0,2.03
1539,1,1,0.2757,0.6132,0.366,0,1.87
1540,1,1,0.1179,0.7911,0.3631,0,1.78
1541,0,4,0.1178,0.5407,0.2905,1,29.83
1542,2,3,0.1051,0.5885,0.4687,0,5.81
1543,1,4,0.1178,0.4852,0.3766,1,60.15
1544,1,5,0.1179,0.5198,0.4153,1,37.36
1545,1,4,0.1094,0.4826,0.3735,0,1.82
1546,0,4,0.2771,0.2773,0.2725,1,46.47
1547,0,3,0.3463,0.675,0.3626,1,51.86
1548,0,1,0.2878,0.5384,0.2509,0,3.2
1549,1,3,0.1179,0.5102,0.3529,0,1.38
1550,2,1,0.3294,0.0411,0.3391,1,21.47
1551,0,5,0.3294,0.4134,0.3522,1,11.76
1552,1,3,0.2771,0.2608,0.3383,1,76.72
1553,0,3,0.335,0.3329,0.2737,0,4.16
1554,0,1,0.2492,0.6819,0.2752,1,20.97
1555,2,3,0.3611,0.7205,0.5785,0,1.45
1556,1,3,0.223,0.6484,0.419,0,1.99
1557,1,3,0.5295,0.5525,0.487,1,174.45
1558,0,1,0.1094,0.5302,0.1954,1,49.7
1559,0,5,0.1904,0.3637,0.298,1,168.81
1560,1,4,0.2757,0.5765,0.4468,0,1.05
1561,0,1,0.1051,0.4232,0.1673,0,1.88
1562,1,4,0.1051,0.3943,0.3501,1,96.74
1563,1,5,0.0911,0.4431,0.3881,1,68.48
1564,1,5,0.1757,0.2758,0.3717,0,1.86
1565,3,5,0.299,0.4621,0.6552,1,444.48
1566,2,3,0.0836,0.5967,0.4643,1,149.15
1567,0,2,0.1904,0.357,0.2064,0,2.56
1568,1,1,0.0465,0.5727,0.2871,0,2.84
1569,1,1,0.299,0.7188,0.3994,0,2.94
1570,1,4,0.3485,0.4821,0.4451,1,52.48
1571,0,4,0.1382,0.491,0.2842,1,86.49
1572,1,4,0.2562,0.2633,0.3627,1,50.61
1573,1,2,0.1211,0.2208,0.2515,0,1.43
1574,0,4,0.1502,0.4351,0.2738,0,2.93
1575,1,4,0.0437,0.3177,0.3125,1,42.96
1576,2,4,0.2562,0.3208,0.4771,1,61.27
1577,0,2,0.3294,0.3855,0.2552,0,2.1
1578,1,5,0.163,0.5622,0.4394,1,50.05
1579,0,2,0.3485,0.322,0.245,0,2.15
1580,2,1,0.335,0.7508,0.5182,1,198.93
1581,2,5,0.2878,0.4928,0.5595,1,49.89
1582,1,2,0.163,0.3849,0.3051,1,25.55
1583,0,5,0.2301,0.3668,0.3107,0,2.01
1584,1,4,0.1206,0.5538,0.3946,1,89.18
1585,1,2,0.2562,0.6771,0.4061,1,113.95
1586,0,1,0.1094,0.8835,0.2837,0,4.15
1587,0,2,0.1577,0.6536,0.2707,1,48.88
1588,0,2,0.1674,0.7294,0.2926,0,2.17
1589,1,3,0.0911,0.3543,0.3059,1,31.19
1590,0,2,0.3611,0.5536,0.3067,1,12.5
1591,1,3,0.1904,0.5587,0.3868,0,1.53
1592,1,3,0.223,0.2973,0.3312,0,1.97
1593,0,1,0.1211,0.7166,0.2455,1,44.87
1594,2,1,0.2757,0.4252,0.419,0,3.62
1595,0,5,0.1012,0.546,0.3169,1,131.34
1596,1,4,0.1757,0.4844,0.3938,1,26.66
1597,0,4,0.183,0.224,0.2309,1,29.65
1598,0,5,0.1179,0.3184,0.265,1,11.31
1599,1,1,0.0168,0.401,0.2353,0,2.19
1600,0,2,0.163,0.4793,0.2287,0,2.72
1601,2,5,0.2853,0.2897,0.508,1,198.52
1602,0,4,0.2727,0.5428,0.3375,1,59.77
1603,0,5,0.1051,0.4566,0.2957,0,2.75
1604,1,5,0.0168,0.2974,0.3294,1,62.55
1605,1,4,0.2301,0.6683,0.4561,0,2.62
1606,0,2,0.0437,0.4476,0.185,1,42.79
1607,0,1,0.2878,0.5336,0.2497,1,38.7
1608,1,4,0.3294,0.8249,0.525,1,45.34
1609,0,1,0.1502,0.4391,0.1848,0,3.55
1610,0,2,0.2492,0.2419,0.1952,0,1.03
1611,1,5,0.1012,0.2712,0.3482,0,2.03
1612,1,1,0.1166,0.69,0.3375,0,1.26
1613,0,3,0.1094,0.5156,0.2517,0,2.52
1614,1,5,0.3485,0.4071,0.4563,1,130.58
1615,1,3,0.5395,0.5139,0.4803,0,1.17
1616,1,4,0.335,0.3447,0.4067,1,28.74
1617,1,4,0.335,0.2508,0.3832,1,37.28
1618,0,4,0.299,0.4454,0.321,0,1.01
1619,0,3,0.5395,0.276,0.3208,1,45.97
1620,0,1,0.2281,0.3252,0.1797,0,3.04
1621,0,3,0.299,0.7012,0.355,1,22.7
1622,1,2,0.1577,0.4191,0.3121,1,12.18
1623,1,5,0.2757,0.5864,0.4793,1,134.37
1624,0,4,0.2906,0.4648,0.3234,1,52.55
1625,0,1,0.3463,0.6096,0.2863,0,1.57
1626,0,2,0.183,0.3848,0.2111,0,1.83
1627,0,1,0.1051,0.3152,0.1403,1,31.21
1628,0,2,0.3611,0.5582,0.3079,0,2.2
1629,2,4,0.2606,0.508,0.5252,0,2.01
1630,0,1,0.2906,0.6329,0.2754,0,2.13
1631,1,3,0.2301,0.4053,0.3604,0,2.03
1632,0,2,0.1166,0.6778,0.2644,0,2.02
1633,1,1,0.5395,0.5163,0.4209,0,2.65
1634,0,2,0.2906,0.6022,0.2977,0,1.13
1635,1,2,0.1757,0.5081,0.3397,1,13.6
1636,0,3,0.1094,0.4854,0.2442,0,1.95
1637,1,2,0.5395,0.6089,0.4741,1,80.65
1638,1,4,0.2082,0.5223,0.413,0,6.71
1639,0,4,0.183,0.1915,0.2228,0,2.25
1640,0,5,0.1904,0.5841,0.3531,0,4.37
1641,2,5,0.1757,0.6139,0.5562,1,160.58
1642,0,2,0.1768,0.1678,0.155,0,1.5
1643,0,2,0.163,0.3719,0.2019,1,63.01
1644,0,3,0.2853,0.3829,0.2713,0,2.19
1645,1,3,0.5395,0.4627,0.4675,1,59.77
1646,1,3,0.2771,0.0609,0.2884,0,2.17
1647,0,2,0.0465,0.5171,0.2032,0,1.72
1648,1,3,0.1476,0.1237,0.2652,0,2.53
1649,2,2,0.0465,0.4376,0.3834,0,2.97
1650,0,3,0.2372,0.2146,0.2148,0,2.04
1651,0,1,0.2906,0.339,0.2019,1,111.38
1652,2,1,0.0399,0.4781,0.3615,0,3.22
1653,2,1,0.1757,0.601,0.433,1,71.96
1654,0,1,0.1757,0.67,0.2502,0,2.23
1655,0,2,0.1206,0.4113,0.199,0,1.86
1656,0,1,0.1502,0.6714,0.2429,0,1.57
1657,0,1,0.223,0.6834,0.2678,1,19.44
1658,0,2,0.1051,0.595,0.2403,0,1.64
1659,1,2,0.2606,0.8247,0.4444,0,2.88
1660,1,2,0.5295,0.4994,0.4437,1,89.72
1661,0,1,0.223,0.9045,0.323,1,23.57
1662,2,5,0.1502,0.4294,0.5024,1,29.11
1663,0,4,0.1382,0.4571,0.2757,0,2.15
1664,1,1,0.223,0.7427,0.3826,1,108.76
1665,2,1,0.2562,0.5048,0.4331,1,166.47
1666,1,1,0.1476,0.5624,0.3149,1,28.2
1667,0,3,0.1135,0.2952,0.1978,0,1.93
1668,1,3,0.1206,0.6383,0.3858,0,3.37
1669,1,4,0.1768,0.3607,0.3632,1,127.13
1670,0,5,0.1012,0.5612,0.3207,1,41.51
1671,1,3,0.1051,0.7423,0.4071,1,50.1
1672,2,2,0.1166,0.6367,0.4542,1,43.38
1673,0,3,0.0399,0.294,0.1755,0,1.93
1674,1,3,0.2906,0.5822,0.4227,1,45.28
1675,0,5,0.1382,0.6536,0.3549,0,3.16
1676,0,4,0.1502,0.9138,0.3935,0,2.31
1677,0,1,0.223,0.4347,0.2056,1,26.41
1678,1,4,0.299,0.5185,0.4393,0,1.39
1679,1,1,0.0399,0.4145,0.2456,0,1.24
1680,1,3,0.1768,0.3639,0.334,0,2.95
1681,1,4,0.1179,0.2618,0.3208,0,2.66
1682,2,5,0.1904,0.4997,0.532,1,133.11
1683,1,4,0.1166,0.4412,0.3653,1,25.51
1684,2,5,0.5395,0.2985,0.5865,1,102.64
1685,0,3,0.1502,0.6225,0.2907,1,51.51
1686,0,5,0.0911,0.5173,0.3067,0,1.74
1687,0,2,0.1382,0.6713,0.2693,0,1.7
1688,0,5,0.1674,0.4495,0.3126,1,94.64
1689,1,5,0.5395,0.4019,0.5123,0,4.66
1690,1,2,0.2771,0.3307,0.3258,1,64.46
1691,1,4,0.1502,0.6454,0.4264,0,1.12
1692,1,3,0.0719,0.3872,0.3084,0,1.69
1693,0,4,0.0911,0.549,0.2846,0,2.96
1694,1,4,0.0911,0.8352,0.4561,0,1.54
1695,2,1,0.2771,0.4797,0.4331,0,1.07
1696,1,1,0.4038,0.5395,0.386,0,1.63
1697,0,5,0.2727,0.2893,0.3041,0,4.7
1698,2,1,0.1476,0.5316,0.4072,1,39.94
1699,1,1,0.223,0.7371,0.3812,0,2.86
1700,1,1,0.0465,0.2864,0.2155,0,1.78
1701,0,3,0.2492,0.3109,0.2425,1,127.37
1702,2,1,0.2562,0.2207,0.362,0,2.41
1703,1,3,0.3463,0.7184,0.4735,1,249.96
1704,1,4,0.0836,0.551,0.3828,1,52.5
1705,1,2,0.2562,0.4283,0.3439,0,1.89
1706,1,3,0.1768,0.6478,0.405,0,3.53
1707,0,5,0.3266,0.4148,0.3517,1,35.98
1708,1,5,0.2281,0.3534,0.4068,0,1.19
1709,2,4,0.1135,0.0935,0.3774,1,58.59
1710,1,4,0.2606,0.2209,0.3534,0,2.19
1711,1,5,0.4038,0.7485,0.5583,1,471.54
1712,1,2,0.2878,0.3914,0.3442,1,67.0
1713,1,3,0.1904,0.6011,0.3974,1,29.37
1714,2,5,0.1382,0.3016,0.4669,1,55.04
1715,0,2,0.1094,0.2443,0.1539,0,1.46
1716,0,4,0.3463,0.2561,0.2879,0,2.32
1717,2,3,0.1382,0.456,0.4455,1,55.43
1718,0,1,0.4038,0.6008,0.3013,0,2.81
1719,1,3,0.3463,0.345,0.3801,1,30.18
1720,2,2,0.2301,0.2819,0.3995,0,1.54
1721,1,3,0.0719,0.3776,0.306,0,1.25
1722,0,4,0.1206,0.3148,0.2349,1,72.67
1723,0,3,0.2853,0.6345,0.3342,0,1.99
1724,2,5,0.2606,0.607,0.5799,1,132.93
1725,0,1,0.3294,0.5315,0.2617,0,2.0
1726,0,2,0.1135,0.5373,0.2284,0,3.49
1727,1,5,0.223,0.3901,0.4144,0,4.33
1728,1,5,0.0465,0.2745,0.3326,1,206.55
1729,0,5,0.5395,0.4728,0.43,1,30.58
1730,1,2,0.2082,0.6397,0.3824,0,2.1
1731,0,5,0.2757,0.8891,0.455,1,22.51
1732,1,3,0.0399,0.4217,0.3074,1,87.56
1733,0,5,0.0719,0.4601,0.2866,0,2.5
1734,2,2,0.223,0.6906,0.4996,1,28.82
1735,2,2,0.2906,0.2313,0.405,0,1.43
1736,1,4,0.2281,0.721,0.4687,1,64.37
1737,0,3,0.4038,0.5216,0.3415,1,42.52
1738,2,3,0.335,0.6793,0.5603,1,25.72
1739,1,5,0.2853,0.5371,0.4699,1,122.22
1740,2,2,0.1211,0.1801,0.3414,0,2.19
1741,2,2,0.1166,0.5654,0.4363,1,28.08
1742,0,2,0.1502,0.1272,0.1369,0,2.4
1743,0,4,0.1476,0.7757,0.3582,1,46.63
1744,1,2,0.223,0.0,0.2269,0,1.87
1745,0,1,0.1211,0.6526,0.2295,0,2.37
1746,0,5,0.2878,0.5041,0.3624,0,3.28
1747,0,3,0.5295,0.631,0.4066,0,4.59
1748,1,2,0.0836,0.5747,0.3288,0,3.39
1749,0,4,0.1577,0.6028,0.318,1,17.4
1750,0,5,0.2606,0.3982,0.3277,0,3.28
1751,2,4,0.1476,0.3937,0.4627,1,30.0
1752,2,2,0.2492,0.1199,0.3647,1,22.2
1753,0,5,0.1012,0.3777,0.2748,1,23.89
1754,1,4,0.335,0.6617,0.4859,1,51.1
1755,0,5,0.3463,0.5065,0.3805,1,48.84
1756,0,2,0.1768,0.4987,0.2377,1,27.19
1757,0,5,0.1179,0.2892,0.2577,0,1.54
1758,1,3,0.1211,0.5859,0.3728,1,19.58
1759,1,2,0.299,0.7437,0.4356,1,67.9
1760,0,4,0.1674,0.393,0.2685,0,1.96
1761,0,2,0.5295,0.672,0.3868,1,53.8
1762,0,3,0.2771,0.1978,0.2226,0,2.65
1763,1,5,0.1094,0.5932,0.4311,1,20.36
1764,0,3,0.2281,0.4209,0.2637,0,1.64
1765,1,2,0.2606,0.614,0.3917,0,3.81
1766,1,4,0.2757,0.5325,0.4358,0,4.96
1767,0,3,0.1051,0.5311,0.2543,0,2.68
1768,0,3,0.5295,0.4482,0.3609,0,1.8
1769,0,5,0.223,0.4351,0.3257,1,54.44
1770,0,4,0.2853,0.6867,0.3773,1,49.91
1771,1,3,0.1094,0.7745,0.4164,0,1.57
1772,2,2,0.2562,0.4128,0.4401,1,21.56
1773,1,4,0.1094,0.7365,0.4369,0,1.07
1774,0,3,0.2606,0.3954,0.267,1,9.34
1775,1,2,0.2771,0.2057,0.2946,0,2.7
1776,1,4,0.1206,0.7466,0.4428,1,118.73
1777,0,5,0.0911,0.5974,0.3267,0,2.39
1778,0,2,0.5295,0.6121,0.3719,1,31.16
1779,1,5,0.1674,0.4155,0.4041,1,56.5
1780,2,5,0.2492,0.5493,0.5621,1,99.04
1781,2,5,0.2562,0.4049,0.5281,1,341.09
1782,0,1,0.2372,0.4165,0.2053,1,30.14
1783,0,1,0.5295,0.4911,0.3116,1,24.68
1784,0,3,0.335,0.6664,0.3571,0,1.87
1785,1,4,0.183,0.3943,0.3735,1,66.11
1786,1,4,0.1768,0.1742,0.3166,0,1.6
1787,1,3,0.2301,0.504,0.385,0,3.39
1788,1,2,0.183,0.5461,0.3514,1,179.94
1789,0,4,0.0465,0.7614,0.3243,1,31.32
1790,1,2,0.1166,0.1804,0.2401,0,2.18
1791,0,5,0.1051,0.3859,0.278,0,2.19
1792,0,1,0.2757,0.3206,0.1929,1,34.23
1793,1,1,0.1012,0.4169,0.2646,0,2.32
1794,1,3,0.4038,0.5504,0.4487,1,57.29
1795,2,5,0.5395,0.5535,0.6502,1,139.21
1796,0,5,0.0911,0.124,0.2083,0,1.78
1797,1,1,0.1211,0.4171,0.2706,0,3.5
1798,1,3,0.2082,0.4917,0.3754,0,1.25
1799,0,2,0.3463,0.3807,0.2591,1,17.97
1800,3,5,0.1577,0.3799,0.5923,1,225.78
1801,1,5,0.2878,0.433,0.4446,1,190.15
1802,0,5,0.1051,0.4693,0.2989,0,1.58
1803,0,3,0.1178,0.2748,0.194,0,1.58
1804,0,4,0.1178,0.2784,0.2249,1,67.05
1805,0,5,0.2878,0.6253,0.3927,1,37.04
1806,2,4,0.2606,0.3391,0.483,1,56.48
1807,0,2,0.2906,0.8196,0.3521,0,2.24
1808,1,1,0.2771,0.2833,0.284,0,1.97
1809,0,1,0.2082,0.4158,0.1964,0,1.38
1810,1,4,0.299,0.4321,0.4177,1,43.18
1811,0,5,0.2562,0.6441,0.3879,1,88.34
1812,0,5,0.335,0.6158,0.4044,0,1.76
1813,0,3,0.1206,0.3848,0.2224,0,3.49
1814,1,3,0.2082,0.4216,0.3579,1,30.87
1815,0,4,0.3463,0.3317,0.3068,1,33.23
1816,1,4,0.2082,0.3662,0.374,0,3.29
1817,0,4,0.2906,0.4528,0.3204,0,2.36
1818,1,2,0.163,0.5906,0.3566,0,1.82
1819,0,4,0.1094,0.7182,0.3324,1,48.15
1820,0,2,0.4038,0.5708,0.3238,1,102.88
1821,1,5,0.0399,0.1097,0.2894,1,186.97
1822,0,1,0.1012,0.5415,0.1957,0,1.79
1823,1,3,0.0836,0.5064,0.3417,1,13.91
1824,0,1,0.1166,0.3948,0.1637,0,2.15
1825,1,4,0.2606,0.6581,0.4627,1,80.79
1826,0,3,0.1476,0.3671,0.2261,1,17.6
1827,0,5,0.2301,0.5103,0.3466,0,2.25
1828,0,5,0.2853,0.3763,0.3297,1,22.28
1829,0,3,0.3485,0.8905,0.4172,0,2.57
1830,0,2,0.1051,0.3539,0.18,0,2.4
1831,1,1,0.1674,0.5329,0.3134,1,35.27
1832,2,3,0.1577,0.6034,0.4882,1,33.98
1833,1,1,0.5395,0.4564,0.406,1,78.37
1834,0,4,0.1674,0.7555,0.3591,1,47.24
1835,0,5,0.1674,0.6681,0.3672,0,2.54
1836,1,2,0.5295,0.3072,0.3956,1,31.31
1837,0,3,0.0437,0.4934,0.2265,1,10.69
1838,1,3,0.3611,0.5786,0.443,1,57.7
1839,1,1,0.1211,0.4417,0.2768,0,1.41
1840,1,5,0.1476,0.5172,0.4236,1,21.19
1841,1,4,0.1178,0.3406,0.3405,1,159.13
1842,0,3,0.2771,0.648,0.3351,1,70.18
1843,1,4,0.0437,0.1782,0.2777,1,24.05
1844,0,3,0.1476,0.6361,0.2933,0,2.42
1845,0,1,0.4038,0.4684,0.2682,1,4.67
1846,0,2,0.1382,0.5998,0.2514,1,74.77
1847,1,4,0.2281,0.6839,0.4594,0,1.6
1848,2,3,0.0911,0.6206,0.4725,1,39.46
1849,1,2,0.1206,0.2696,0.2636,0,1.48
1850,0,3,0.4038,0.2553,0.275,0,0.8
1851,2,1,0.2878,0.1477,0.3533,0,1.75
1852,0,2,0.1768,0.4722,0.2311,0,1.52
1853,1,4,0.1577,0.354,0.3558,0,1.7
1854,1,5,0.1178,0.6931,0.4586,1,74.72
1855,2,1,0.2606,0.3931,0.4065,1,43.53
1856,0,2,0.3266,0.5329,0.2912,1,64.67
1857,0,3,0.1757,0.3422,0.2283,1,21.25
1858,0,3,0.1382,0.1591,0.1712,0,1.82
1859,1,5,0.2771,0.5383,0.4677,1,84.43
1860,0,1,0.1476,0.3228,0.155,0,4.05
1861,0,1,0.0168,0.5349,0.1688,0,2.29
1862,1,5,0.1502,0.5994,0.4449,1,33.67
1863,1,2,0.2906,0.5278,0.3791,0,1.61
1864,0,4,0.1166,0.3516,0.2429,0,2.64
1865,0,5,0.0465,0.4424,0.2746,0,3.38
1866,1,2,0.2757,0.4431,0.3535,0,1.96
1867,1,5,0.2372,0.3387,0.4058,0,1.82
1868,2,3,0.2492,0.2851,0.436,0,3.22
1869,0,1,0.3611,0.3974,0.2377,0,1.79
1870,1,1,0.1051,0.7673,0.3534,0,2.4
1871,1,2,0.0399,0.6033,0.3228,0,1.62
1872,0,2,0.4038,0.501,0.3064,0,5.15
1873,0,4,0.1476,0.3148,0.243,0,1.6
